panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9,n_test_cells,pearson_effect_accuracy,frac_correct_direction_all,rmse_effect_error,raw_pearson_effect_accuracy_sensitivity,raw_frac_correct_direction_all_sensitivity,raw_rmse_effect_error_sensitivity
Norman_P3,AHR+ctrl,False,False,False,-44.181358337402337,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,558,0.1401718743115673,0.56262230919765166,0.10490388360006769,0.1172599601497617,0.49657534246575341,0.12534130880003189
Norman_P3,CBL+ctrl,False,False,False,-43.906009674072266,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,663,0.17601990004182039,0.55381604696673192,0.081849960535439595,0.0501138769557865,0.48776908023483367,0.089376010727693606
Norman_P3,CDKN1A+ctrl,False,False,False,-44.0128173828125,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,360,0.11743674083836909,0.52690802348336596,0.121973044459524,0.088036938784310195,0.49510763209393338,0.1356942661132107
Norman_P3,CEBPE+ctrl,False,False,False,-43.835075378417969,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,1233,0.071672776260402193,0.51272015655577297,0.22477456869250631,0.065309890689439098,0.49804305283757339,0.23669107370118289
Norman_P3,CITED1+ctrl,False,False,False,-44.573959350585938,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,215,0.119153056271857,0.55675146771037187,0.1436633459030241,0.0347100292770069,0.4941291585127201,0.1608337896157403
Norman_P3,CNN1+ctrl,False,False,False,-43.79241943359375,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,765,0.14882294196084159,0.53277886497064575,0.099256768814015697,0.1231962648781439,0.50978473581213313,0.1210545063519953
Norman_P3,CNNM4+ctrl,False,False,False,-43.855880737304688,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,470,0.27143060044209988,0.60909980430528377,0.0517445020958478,0.16773067382830689,0.5273972602739726,0.087376683826929605
Norman_P3,DUSP9+ctrl,False,False,False,-44.674613952636719,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,731,0.106272279255834,0.53669275929549898,0.14187447384445759,0.11128233437854521,0.51174168297455969,0.17257711235332709
Norman_P3,EGR1+ctrl,False,False,False,-43.692913055419922,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,322,0.17715513394668261,0.58121330724070452,0.077670516014445301,0.10936108088117651,0.5058708414872799,0.094142574135096802
Norman_P3,FOXF1+ctrl,False,False,False,-43.919803619384766,10,-21.745992660522461,-1.7459926605224609,0.011772904545068699,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990447998,-0.36922076344490051,0.21841491758823389,-0.42934161424636841,-0.3843423724174499,-0.017610730603337201,-0.23890005052089691,-0.105117492377758,-0.070642299950122805,0.015024909749627099,874,0.28938045173522742,0.6345401174168297,0.047983402628022503,0.15980185251934459,0.52935420743639927,0.060942776079674001
