e170_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e170_selection_sha256,e170_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_e168_primary_target,selection_used_expression_abundance_effect_or_error
401,P03,1,ENSG00000014641,MDH1,2,MDH1-1+MDH1-2,True,MDH1,True,True,MDH1,True,True,738b8c24d890dbad94ecaaaff827e1109367005dd06af595e1844259db420b52,eb9c178b72c97c97412ca942dd8ba7805e586af708754e941570af0fab8c8edb,136c44ce987d35fe9ca96fc222e9135c3030e34d3902467f42d595d0b7bba6fb,90f0e971d2f86665d98018117cb686ad4113c27d90173091dbf1d125e5b32b3b,DONOR_UNSEEN_ONLY,6,True,False
402,P03,2,ENSG00000169955,ZNF747,2,ZNF747-1+ZNF747-2,True,ZNF747,True,True,ZNF747,True,True,db75067c38f902d797f5a2b4b0cec5c6070af151f1e343f24e7b25e7f2aad070,f4736b2e14ed4060525b129805c28ff9f3d1043e5543ac3e2a2c3e62bcd29b44,13808a742d807b3e67978a1e4d4fd1133dc911b9278fee984d22139c5fa629b2,ec9ad2077e503d9644a42a7640141e13a09562e290c38a76d19edd90bcbfd715,DONOR_UNSEEN_ONLY,6,True,False
403,P03,3,ENSG00000102172,SMS,2,SMS-1+SMS-2,True,SMS,True,True,SMS,True,True,ab51445f45ec120c98d61ed541bf909d5dde642b8751eec551c93d28c4d4519c,3164a6610df7fa57a68a39288ed2101b1a9bddc72c46c4a261fda9e0556f80e7,13816b8e9dcd8a15158e7f7f5fb61117c4f10e4cf44340ba500b242980c728c3,62f4f7d0c7278db98529c1765e8963018f2134b1bdceb86c09606a8b58d5b7b9,DONOR_UNSEEN_ONLY,6,True,False
404,P03,4,ENSG00000138449,SLC40A1,2,SLC40A1-1+SLC40A1-2,True,SLC40A1,True,True,SLC40A1,True,True,9bbf54437e7f7bba5ccd31896a331049a78a36f278a54a06556c2e3a5c415d32,1d14b31ffc3e4ae4952fac4e388d61ff43fb6c13c72deccb6dc2ec871acc01e1,13826729ea9e7715b3ad45d860ce29e5e2e791152e13afee4189aa617f8fc9d9,1911265fdf3dbe1350f78beba9501dcf8dbac66d7fc13f2b4ec90376fa469599,COLUMN_UNSEEN,0,True,False
405,P03,5,ENSG00000148572,NRBF2,2,NRBF2-1+NRBF2-2,True,NRBF2,True,True,NRBF2,True,True,6c5269a43a6bb3f6b065a8f8a78040a211e93678d8e629fc7534153b1e00e1b9,50a119e735e0d8a882e76a8d8cc2b093c37f7104ada32a5fb9f0f50443471912,139f2556a68adea69ab5213bf0fd3e766d836aee1321fe442d00f8b9d349aaec,6bb6f2614ecd788bcdb93d05bcc6a27ce77cb5d051ea316805e4913abfd870db,DONOR_UNSEEN_ONLY,6,True,False
406,P03,6,ENSG00000129187,DCTD,2,DCTD-1+DCTD-2,True,DCTD,True,True,DCTD,True,True,967df5445f78d9c6ca9d251b2848399b08d0a6796aeb12f594bd68eeb369c89d,0aaefb3b4ee5ce2f2843541bc41ea6f00dffa2adbb47f2b274d59c58481fbca2,13b41d0a86f7dc4264a3282f2cf5d817516655749cbf9a5de070b5da79fc0ff4,4405d4a309801df39952edadd16449773855c2a453f96ccd92f6861fbfa00907,DONOR_UNSEEN_ONLY,6,True,False
407,P03,7,ENSG00000138738,PRDM5,2,PRDM5-1+PRDM5-2,True,PRDM5,True,True,PRDM5,True,True,1085fe29499227a7e1d4792b747e8aa6cd6388ff460d6893ae40d59d4ebf93aa,bdbf4d2e8f63313a34e00512646853cfb71a8c4edcc2f37d25a35624a873a9cd,13c161423a383b592fb50d57cc61a059095ce86a3c57a519f83441582e46d65e,66e41c20dac5037bc297ccc196f7cca6b9d949b5fdb4e10f36517d9d50a4c3db,DONOR_UNSEEN_ONLY,6,True,False
408,P03,8,ENSG00000125656,CLPP,2,CLPP-1+CLPP-2,True,CLPP,True,True,CLPP,True,True,7f4aa33bd46008218419a9f0c3ac117735387ac1e410b45ed0b50d32a89146cb,bdbd5c5ecf7ddd7541d84e9702cd5eb1ff1123db44bcdea1803451ec058f29dc,13c1e6fdd52c4e8a1c9b7b1425c6f4d816e1030818d8abe773e0ac2ffe3e3bfa,e6a9f1230d34c4d36febe2417f1c0fec24504744c8533ed880923df17852643a,DONOR_UNSEEN_ONLY,6,True,False
409,P03,9,ENSG00000119335,SET,2,SET-1+SET-2,True,SET,True,True,SET,True,True,34e47ed101c05eacb8589373e0d661b99ef63f8f0860e8c35ae3dcfe3e31b5aa,3d1de10e29afc9b4997b2c0ccfbaaf0e3e769bb4c82e06f14aa64b565f3bb301,13d209bf6f71d344661d12a581de6ba0bfc1b8e06841aa27b8d684ae26574e34,81cc7376753b31e1d044826b49b993fc6273ed430be4bbf72ccd21d4f2c7e9e2,DONOR_UNSEEN_ONLY,6,True,False
410,P03,10,ENSG00000114439,BBX,2,BBX-1+BBX-2,True,BBX,True,True,BBX,True,True,3f202282169b88979b5896163611f3cf9840c6c60e621b695b7407f71e5c9a02,dd862cc536d6a4efe56e0d13fd0cc84884b503a04e634472b196dea042258f88,13e4130f971a599cb4807ad5635640d2d1a1cd33e91d99592438f545d51c66db,7b91e2833712926031aae35740d1cfd7525e5a2ea68b218435a5aba812efe398,DONOR_UNSEEN_ONLY,6,True,False
