dataset_family,dataset_name,score_name,score_type,coverage,mean_rmse,full_mean_rmse,risk_cov_improve_pct
gears_crispr_group,adamson,gears_predicted_effect_abs_mean_risk,risk,0.6,0.04030812546037707,0.04208579650592232,4.22392159144498
gears_crispr_group,adamson,gears_predicted_effect_abs_mean_risk,risk,0.5,0.038556255061518024,0.04208579650592232,8.386538303742492
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,1.0,0.04208579650592232,0.04208579650592232,0.0
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,0.9,0.04193218983709808,0.04208579650592232,0.3649845828690068
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,0.8,0.04174365574384433,0.04208579650592232,0.8129601682359573
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,0.7,0.041830912977457,0.04208579650592232,0.6056283820824213
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,0.6,0.04183661823089302,0.04208579650592232,0.5920721376729468
gears_crispr_group,adamson,gears_predicted_effect_l2_risk,risk,0.5,0.040570490908893635,0.04208579650592232,3.6005154299870528
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,1.0,0.04208579650592233,0.04208579650592233,0.0
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,0.9,0.03677745584986708,0.04208579650592233,12.613140529033958
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,0.8,0.034286587006028914,0.04208579650592233,18.5316903739624
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,0.7,0.032616750523447945,0.04208579650592233,22.499386416844683
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,0.6,0.03067373699293682,0.04208579650592233,27.116178046861005
gears_crispr_group,adamson,true_effect_abs_mean_diagnostic,risk,0.5,0.02964560010216449,0.04208579650592233,29.55913262092414
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,1.0,0.04208579650592233,0.04208579650592233,0.0
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,0.9,0.03677745584986708,0.04208579650592233,12.613140529033958
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,0.8,0.03473887537770408,0.04208579650592233,17.45700863041617
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,0.7,0.032616750523447945,0.04208579650592233,22.499386416844683
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,0.6,0.03067373699293682,0.04208579650592233,27.116178046861005
gears_crispr_group,adamson,true_effect_l2_diagnostic,risk,0.5,0.029688752848993607,0.04208579650592233,29.45659744180962
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_cell_support_confidence,confidence,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_low_support_risk,risk,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_low_support_risk,risk,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_low_support_risk,risk,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_low_support_risk,risk,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_low_support_risk,risk,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_low_support_risk,risk,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_predicted_effect_abs_mean_risk,risk,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,gears_predicted_effect_l2_risk,risk,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,true_effect_abs_mean_diagnostic,risk,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,1.0,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,0.9,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,0.8,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,0.7,0.42484066883722943,0.42484066883722943,0.0
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,0.6,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,dixit,true_effect_l2_diagnostic,risk,0.5,0.3638183176517486,0.42484066883722943,14.363585141812427
gears_crispr_group,norman,gears_cell_support_confidence,confidence,1.0,0.05587846351166563,0.05587846351166563,0.0
gears_crispr_group,norman,gears_cell_support_confidence,confidence,0.9,0.053227754792681416,0.05587846351166563,4.743703660410833
gears_crispr_group,norman,gears_cell_support_confidence,confidence,0.8,0.05277226151277618,0.05587846351166563,5.558853632832939
gears_crispr_group,norman,gears_cell_support_confidence,confidence,0.7,0.04979522242432545,0.05587846351166563,10.886557548366008
gears_crispr_group,norman,gears_cell_support_confidence,confidence,0.6,0.05062149568564358,0.05587846351166563,9.407860373477458
gears_crispr_group,norman,gears_cell_support_confidence,confidence,0.5,0.05262291605273879,0.05587846351166563,5.8261220053897596
gears_crispr_group,norman,gears_low_support_risk,risk,1.0,0.05587846351166562,0.05587846351166562,0.0
gears_crispr_group,norman,gears_low_support_risk,risk,0.9,0.05322775479268141,0.05587846351166562,4.743703660410833
gears_crispr_group,norman,gears_low_support_risk,risk,0.8,0.05277226151277617,0.05587846351166562,5.558853632832939
gears_crispr_group,norman,gears_low_support_risk,risk,0.7,0.049795222424325436,0.05587846351166562,10.88655754836602
gears_crispr_group,norman,gears_low_support_risk,risk,0.6,0.05062149568564357,0.05587846351166562,9.407860373477458
gears_crispr_group,norman,gears_low_support_risk,risk,0.5,0.05106915136178331,0.05587846351166562,8.606736562966306
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,1.0,0.05587846351166562,0.05587846351166562,0.0
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,0.9,0.05306592845806365,0.05587846351166562,5.033307784160544
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,0.8,0.051626168812314625,0.05587846351166562,7.609899113391433
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,0.7,0.04929888638712106,0.05587846351166562,11.774799647400759
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,0.6,0.047546074415246595,0.05587846351166562,14.911628868749217
gears_crispr_group,norman,gears_predicted_effect_abs_mean_risk,risk,0.5,0.04714989264806106,0.05587846351166562,15.620635062347977
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,1.0,0.05587846351166562,0.05587846351166562,0.0
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,0.9,0.05306592845806365,0.05587846351166562,5.033307784160544
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,0.8,0.051626168812314625,0.05587846351166562,7.609899113391433
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,0.7,0.04929888638712106,0.05587846351166562,11.774799647400759
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,0.6,0.04777237959206099,0.05587846351166562,14.506633522434536
gears_crispr_group,norman,gears_predicted_effect_l2_risk,risk,0.5,0.04714989264806106,0.05587846351166562,15.620635062347977
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,1.0,0.05587846351166563,0.05587846351166563,0.0
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,0.9,0.053457570710667826,0.05587846351166563,4.332425497870748
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,0.8,0.05045976629480716,0.05587846351166563,9.69729100680662
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,0.7,0.04935446275132039,0.05587846351166563,11.675340283798674
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,0.6,0.04872098233964704,0.05587846351166563,12.809015714120942
gears_crispr_group,norman,true_effect_abs_mean_diagnostic,risk,0.5,0.04851065998276072,0.05587846351166563,13.185408234009069
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,1.0,0.05587846351166563,0.05587846351166563,0.0
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,0.9,0.053457570710667826,0.05587846351166563,4.332425497870748
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,0.8,0.05164208527033524,0.05587846351166563,7.581415048117728
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,0.7,0.04935446275132039,0.05587846351166563,11.675340283798674
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,0.6,0.04872098233964704,0.05587846351166563,12.809015714120942
gears_crispr_group,norman,true_effect_l2_diagnostic,risk,0.5,0.048377346247434574,0.05587846351166563,13.423986260225396
