query_index,task_id
0,E176::H04::CE0008678::Stim48hr::ENSG00000004139
1,E176::H04::CE0008678::Stim8hr::ENSG00000006025
2,E176::H04::CE0008678::Stim48hr::ENSG00000007264
3,E176::H04::CE0008162::Rest::ENSG00000008324
4,E176::H04::CE0008678::Rest::ENSG00000010361
5,E176::H04::CE0008678::Rest::ENSG00000011258
6,E176::H04::CE0008162::Stim48hr::ENSG00000017260
7,E176::H04::CE0008678::Stim48hr::ENSG00000025156
8,E176::H04::CE0008678::Rest::ENSG00000040633
9,E176::H04::CE0008162::Rest::ENSG00000055147
10,E176::H04::CE0008678::Stim48hr::ENSG00000065675
11,E176::H04::CE0008162::Stim8hr::ENSG00000077147
12,E176::H04::CE0008678::Rest::ENSG00000080493
13,E176::H04::CE0008678::Rest::ENSG00000082153
14,E176::H04::CE0008678::Stim48hr::ENSG00000089094
15,E176::H04::CE0008162::Stim48hr::ENSG00000090554
16,E176::H04::CE0008678::Rest::ENSG00000091409
17,E176::H04::CE0008162::Stim48hr::ENSG00000095397
18,E176::H04::CE0008162::Rest::ENSG00000099365
19,E176::H04::CE0008162::Stim8hr::ENSG00000099875
20,E176::H04::CE0008678::Stim8hr::ENSG00000100403
21,E176::H04::CE0008678::Stim48hr::ENSG00000101162
22,E176::H04::CE0008678::Rest::ENSG00000102309
23,E176::H04::CE0008162::Stim48hr::ENSG00000103091
24,E176::H04::CE0008162::Stim48hr::ENSG00000103184
25,E176::H04::CE0008678::Stim48hr::ENSG00000104524
26,E176::H04::CE0008678::Stim8hr::ENSG00000105122
27,E176::H04::CE0008162::Stim48hr::ENSG00000105393
28,E176::H04::CE0008162::Stim48hr::ENSG00000105499
29,E176::H04::CE0008162::Stim8hr::ENSG00000107779
30,E176::H04::CE0008678::Rest::ENSG00000107816
31,E176::H04::CE0008162::Stim48hr::ENSG00000109920
32,E176::H04::CE0008678::Stim48hr::ENSG00000110013
33,E176::H04::CE0008678::Stim48hr::ENSG00000110697
34,E176::H04::CE0008678::Stim48hr::ENSG00000111540
35,E176::H04::CE0008162::Stim8hr::ENSG00000111642
36,E176::H04::CE0008162::Stim8hr::ENSG00000112367
37,E176::H04::CE0008162::Rest::ENSG00000112936
38,E176::H04::CE0008678::Rest::ENSG00000113070
39,E176::H04::CE0008678::Rest::ENSG00000113838
40,E176::H04::CE0008162::Rest::ENSG00000115267
41,E176::H04::CE0008678::Rest::ENSG00000115756
42,E176::H04::CE0008678::Stim48hr::ENSG00000115993
43,E176::H04::CE0008162::Rest::ENSG00000117054
44,E176::H04::CE0008678::Rest::ENSG00000119725
45,E176::H04::CE0008162::Rest::ENSG00000120708
46,E176::H04::CE0008162::Stim48hr::ENSG00000121879
