dataset_name,setting,heldout,task_id,context,perturbation,raw_perturbation,n_cells,support_count,context_similarity,predicted_l2,disagreement_rmse,error_v0_rmse,error_contextsim_rmse,error_mean_rmse,risk_disagreement,risk_predicted_magnitude,risk_inverse_support,risk_inverse_context_similarity,risk_safeconf_smoke
sciplex3_cell_line_formal,leave_context,A549,10,A549,Dacinostat_1000.0,Dacinostat_1000.0,87,2,0.42345880820644194,4.514694400867155,0.014223935350709172,0.22110838872384198,0.21996815741697612,0.2204243064350055,1.4755534886699044,1.3975541039735409,-0.2657253920100922,-0.2071833484895233,2.40019885214383
sciplex3_cell_line_formal,leave_context,A549,11,A549,Dacinostat_10000.0,Dacinostat_10000.0,71,2,0.42345880820644194,5.152700895611337,0.0155494571510251,0.2493208273044745,0.24841560476579086,0.24874715567869307,1.7711448384092177,1.848648829477801,-0.2657253920100922,-0.2071833484895233,3.1468849273874033
sciplex3_cell_line_formal,leave_context,A549,12,A549,Flavopiridol_10.0,Flavopiridol_10.0,98,2,0.42345880820644194,1.2112812869655376,0.004576293497583995,0.07963460223793799,0.07918200844335596,0.07937565458826742,-0.6758705591934104,-0.9380839249780618,-0.2657253920100922,-0.2071833484895233,-2.0868632246710876
sciplex3_cell_line_formal,leave_context,A549,13,A549,Flavopiridol_100.0,Flavopiridol_100.0,77,2,0.42345880820644194,1.9768492239696094,0.0070686796040885305,0.127892044026741,0.1276395242621769,0.127716952465433,-0.1200684795010248,-0.3967984345596848,-0.2657253920100922,-0.2071833484895233,-0.9897756545603251
sciplex3_cell_line_formal,leave_context,A549,14,A549,Flavopiridol_1000.0,Flavopiridol_1000.0,57,1,0.3739634365932915,4.429911099287657,0.0,0.15883747074728213,0.15883747074728213,0.15883747074728213,-1.6963839686535098,1.3376091026790264,1.7655074728373719,0.49942306873729647,1.906155675600185
sciplex3_cell_line_formal,leave_context,A549,15,A549,Flavopiridol_10000.0,Flavopiridol_10000.0,64,0,0.0,1.6378270835627762,0.0,0.08151179609572093,0.08151179609572093,0.08151179609572093,-1.6963839686535098,-0.6364999119372889,5.237922990658275,5.8382043626796865,8.743243472747162
sciplex3_cell_line_formal,leave_context,A549,16,A549,Givinostat_10.0,Givinostat_10.0,93,2,0.42345880820644194,1.1454047031597405,0.003921625715046091,0.07979154124388951,0.0794766957044387,0.07961013006001358,-0.8218614689054196,-0.9846611616266474,-0.2657253920100922,-0.2071833484895233,-2.2794313710316825
sciplex3_cell_line_formal,leave_context,A549,17,A549,Givinostat_100.0,Givinostat_100.0,100,2,0.42345880820644194,1.3430001253496489,0.00461575961485912,0.08851871636058058,0.08837042558275696,0.08841448598476438,-0.6670696153903408,-0.8449537237432844,-0.2657253920100922,-0.2071833484895233,-1.9849320796332408
sciplex3_cell_line_formal,leave_context,A549,18,A549,Givinostat_1000.0,Givinostat_1000.0,120,2,0.42345880820644194,2.1481481131045137,0.006872159963774354,0.1357985243059939,0.1349275226513809,0.13532010634317918,-0.16389235755184728,-0.27568364025891884,-0.2657253920100922,-0.2071833484895233,-0.9124847383103816
sciplex3_cell_line_formal,leave_context,A549,19,A549,Givinostat_10000.0,Givinostat_10000.0,92,2,0.42345880820644194,4.981215308650087,0.0152825564888699,0.2401042185997205,0.23818967793771073,0.23902675627357337,1.7116259931107336,1.7274020327516344,-0.2657253920100922,-0.2071833484895233,2.9661192853627525
sciplex3_cell_line_formal,leave_context,A549,20,A549,Hesperadin_10.0,Hesperadin_10.0,45,2,0.42345880820644194,1.3669723039874753,0.004733860774336908,0.1165110329178208,0.11582065132665394,0.1161422388607335,-0.6407330578720133,-0.8280044866564341,-0.2657253920100922,-0.2071833484895233,-1.941646285028063
sciplex3_cell_line_formal,leave_context,A549,21,A549,Hesperadin_100.0,Hesperadin_100.0,40,2,0.42345880820644194,1.5923106894589718,0.005646247023037418,0.09733045348180086,0.09700973362909382,0.09712920667911382,-0.4372709324866041,-0.6686817243065063,-0.2657253920100922,-0.2071833484895233,-1.578861397292726
sciplex3_cell_line_formal,leave_context,A549,22,A549,Hesperadin_1000.0,Hesperadin_1000.0,30,2,0.42345880820644194,1.544310977587978,0.005736185456001291,0.11618029291343165,0.11664975292021221,0.11637992391322623,-0.41721466273163405,-0.7026193362729979,-0.2657253920100922,-0.2071833484895233,-1.5927427395042475
sciplex3_cell_line_formal,leave_context,A549,23,A549,Hesperadin_10000.0,Hesperadin_10000.0,38,2,0.42345880820644194,2.4350428623043645,0.009026524800523593,0.15073904001205532,0.14986668695362765,0.15023571950236125,0.3165309819766645,-0.07283820027509598,-0.2657253920100922,-0.2071833484895233,-0.22921595879804696
sciplex3_cell_line_formal,leave_context,A549,24,A549,Quisinostat_10.0,Quisinostat_10.0,130,2,0.42345880820644194,3.922621682797313,0.012450315693178502,0.1993858119043685,0.1987964620677908,0.19899400782911666,1.080036320737461,0.9789362961040984,-0.2657253920100922,-0.2071833484895233,1.586063876341944
sciplex3_cell_line_formal,leave_context,A549,25,A549,Quisinostat_100.0,Quisinostat_100.0,94,2,0.42345880820644194,4.571240355541994,0.014307746715864806,0.2029163519996318,0.2023014435931744,0.20248279384983592,1.4942434223578631,1.4375342328790472,-0.2657253920100922,-0.2071833484895233,2.458868914737295
sciplex3_cell_line_formal,leave_context,A549,26,A549,Quisinostat_1000.0,Quisinostat_1000.0,63,2,0.42345880820644194,4.9368575463924405,0.014819056878923945,0.23626781539915245,0.23631116087378204,0.2361732869763963,1.6082655841948517,1.6960394169249418,-0.2657253920100922,-0.2071833484895233,2.831396260620178
sciplex3_cell_line_formal,leave_context,A549,27,A549,Quisinostat_10000.0,Quisinostat_10000.0,76,2,0.42345880820644194,5.31263008989792,0.016283474203591573,0.2633120737751473,0.26218040399126596,0.26262067304800313,1.9348306346353406,1.961724819442057,-0.2657253920100922,-0.2071833484895233,3.423646713577782
sciplex3_cell_line_formal,leave_context,A549,28,A549,TAK901_10.0,TAK901_10.0,109,2,0.42345880820644194,0.8814265429174768,0.0037709352666020087,0.05789386701796819,0.057355355553631866,0.05759438632631589,-0.8554654375748086,-1.1713037063570895,-0.2657253920100922,-0.2071833484895233,-2.4996778844315135
sciplex3_cell_line_formal,leave_context,A549,29,A549,TAK901_100.0,TAK901_100.0,57,2,0.42345880820644194,1.3050131125742486,0.004778530356240711,0.09776062410011638,0.09744416689049876,0.0975732752838726,-0.6307717415028002,-0.8718119787012011,-0.2657253920100922,-0.2071833484895233,-1.9754924607036168
sciplex3_cell_line_formal,leave_context,A549,30,A549,TAK901_1000.0,TAK901_1000.0,54,2,0.42345880820644194,1.756803368177475,0.0068273229019289545,0.10281266309515778,0.10127105409765547,0.10198765589670687,-0.17389102194655418,-0.5523791782270405,-0.2657253920100922,-0.2071833484895233,-1.1991789406732103
sciplex3_cell_line_formal,leave_context,A549,31,A549,TAK901_10000.0,TAK901_10000.0,73,2,0.42345880820644194,2.4462593878455126,0.008968017654362536,0.12190493511879409,0.120721669291195,0.12123184789754997,0.30348388890054906,-0.06490769243265707,-0.2657253920100922,-0.2071833484895233,-0.23433254403172352
sciplex3_cell_line_formal,leave_context,A549,32,A549,Tanespimycin_10.0,Tanespimycin_10.0,110,2,0.42345880820644194,0.8331653446513172,0.0033789887127064996,0.061477796512965734,0.06123079707136943,0.06133115515066186,-0.9428695156247002,-1.205426199096147,-0.2657253920100922,-0.2071833484895233,-2.6212044552204623
sciplex3_cell_line_formal,leave_context,A549,33,A549,Tanespimycin_100.0,Tanespimycin_100.0,121,2,0.42345880820644194,1.5213067513985672,0.005627808245823705,0.08744123956172027,0.08774175954282998,0.08754641819322515,-0.4413827796420753,-0.718884194364311,-0.2657253920100922,-0.2071833484895233,-1.6331757145060017
sciplex3_cell_line_formal,leave_context,A549,34,A549,Tanespimycin_1000.0,Tanespimycin_1000.0,109,2,0.42345880820644194,2.1763309240428526,0.008030070596993372,0.13841095576050508,0.13726171177683072,0.13777904279345288,0.09432170340824825,-0.2557573268610185,-0.2657253920100922,-0.2071833484895233,-0.6343443639523858
sciplex3_cell_line_formal,leave_context,A549,35,A549,Tanespimycin_10000.0,Tanespimycin_10000.0,63,2,0.42345880820644194,2.5827339425748828,0.009626804133353687,0.14594237640481147,0.1437458297082666,0.14476826837516937,0.4503932678851808,0.031584980151570935,-0.2657253920100922,-0.2071833484895233,0.009069507537136201
sciplex3_cell_line_formal,leave_context,K562,36,K562,Alvespimycin_10.0,Alvespimycin_10.0,209,2,0.4186313704888949,1.1465952934672512,0.004324628917367312,0.06355565751293081,0.06272547299752804,0.06310489434025056,-0.8585361258589217,-1.0234210420764414,-0.2461829819586668,-0.24618298195867527,-2.374323131852705
sciplex3_cell_line_formal,leave_context,K562,37,K562,Alvespimycin_100.0,Alvespimycin_100.0,131,2,0.4186313704888949,2.447633689537623,0.008124987033800253,0.12877366848099622,0.12651102606993184,0.12758269808365275,0.09277670603642389,-0.31976086830060874,-0.2461829819586668,-0.24618298195867527,-0.7193501261815269
sciplex3_cell_line_formal,leave_context,K562,38,K562,Alvespimycin_1000.0,Alvespimycin_1000.0,115,2,0.4186313704888949,2.579096674596877,0.008759205595946427,0.14244256591160454,0.14012102878704485,0.1412186699903616,0.2515354961059695,-0.24865976383567898,-0.2461829819586668,-0.24618298195867527,-0.4894902316470516
sciplex3_cell_line_formal,leave_context,K562,39,K562,Alvespimycin_10000.0,Alvespimycin_10000.0,109,1,0.3739634579492946,4.362614002010759,0.0,0.17636691164840987,0.17636691164840987,0.17636691164840987,-1.9410854162765094,0.7159467507228506,4.062019202317979,4.062019202317971,6.898899739082291
sciplex3_cell_line_formal,leave_context,K562,40,K562,Belinostat_10.0,Belinostat_10.0,231,2,0.4186313704888949,1.1630166733079599,0.0038691218014904423,0.05828810010127795,0.05729838743533405,0.05776297602129861,-0.9725595286744528,-1.0145396201082253,-0.2461829819586668,-0.24618298195867527,-2.4794651127000202
sciplex3_cell_line_formal,leave_context,K562,41,K562,Belinostat_100.0,Belinostat_100.0,164,2,0.4186313704888949,1.5003016090137002,0.005039802884830148,0.06846665109715437,0.06692097818426199,0.06765131123877766,-0.6795124256073548,-0.8321207328659194,-0.2461829819586668,-0.24618298195867527,-2.003999122390616
sciplex3_cell_line_formal,leave_context,K562,42,K562,Belinostat_1000.0,Belinostat_1000.0,194,2,0.4186313704888949,2.7352492579032717,0.007695340101271631,0.12096148497778234,0.11834685703306773,0.11959943574765129,-0.014773326770113017,-0.16420541242161069,-0.2461829819586668,-0.24618298195867527,-0.6713447031090658
sciplex3_cell_line_formal,leave_context,K562,43,K562,Belinostat_10000.0,Belinostat_10000.0,66,2,0.4186313704888949,5.981557945709814,0.014252146422799315,0.21475479378737627,0.21202208554149407,0.21327379709033775,1.6265388335103141,1.591544565666193,-0.2461829819586668,-0.24618298195867527,2.7257174352591647
sciplex3_cell_line_formal,leave_context,K562,44,K562,Dacinostat_10.0,Dacinostat_10.0,143,2,0.4186313704888949,2.690010811400761,0.0071040302930372775,0.13312647264051136,0.13139785648673885,0.1322172846327328,-0.162791116400661,-0.18867240219182166,-0.2461829819586668,-0.24618298195867527,-0.8438294825098247
sciplex3_cell_line_formal,leave_context,K562,45,K562,Dacinostat_100.0,Dacinostat_100.0,105,2,0.4186313704888949,3.654723076560596,0.0098448913377278,0.1630204205975585,0.1612324912469451,0.16205417763625968,0.5233064045096913,0.3330874491671919,-0.2461829819586668,-0.24618298195867527,0.36402788975954115
sciplex3_cell_line_formal,leave_context,K562,46,K562,Dacinostat_1000.0,Dacinostat_1000.0,100,2,0.4186313704888949,5.730694824258525,0.013217997597589628,0.21576336983396924,0.21428570654142634,0.21492421662040698,1.3676687435423514,1.4558664887028028,-0.2461829819586668,-0.24618298195867527,2.331169268327812
sciplex3_cell_line_formal,leave_context,K562,47,K562,Dacinostat_10000.0,Dacinostat_10000.0,66,2,0.4186313704888949,6.796358264116732,0.01497078634627796,0.23590673550254773,0.2340259461298596,0.23484896095143024,1.8064301384274428,2.0322252829874703,-0.2461829819586668,-0.24618298195867527,3.3462894574975706
sciplex3_cell_line_formal,leave_context,K562,48,K562,Flavopiridol_10.0,Flavopiridol_10.0,189,2,0.4186313704888949,1.30155439862499,0.004642004474949845,0.07252501765904569,0.07153583977572732,0.07199472350958977,-0.7790900759846555,-0.939612177408973,-0.2461829819586668,-0.24618298195867527,-2.2110682173109706
sciplex3_cell_line_formal,leave_context,K562,49,K562,Flavopiridol_100.0,Flavopiridol_100.0,118,2,0.4186313704888949,2.557756409106824,0.007608424564184888,0.11047288957859598,0.10886180268660506,0.10960430489625819,-0.03653018841011616,-0.2602015407490337,-0.2461829819586668,-0.24618298195867527,-0.7890976930764919
sciplex3_cell_line_formal,leave_context,K562,50,K562,Flavopiridol_1000.0,Flavopiridol_1000.0,18,1,0.3739634579492946,2.1458220245270607,0.0,0.15883747074728213,0.15883747074728213,0.15883747074728213,-1.9410854162765094,-0.482994212750974,4.062019202317979,4.062019202317971,5.699958775608466
sciplex3_cell_line_formal,leave_context,K562,51,K562,Givinostat_10.0,Givinostat_10.0,216,2,0.4186313704888949,1.4063614871636985,0.0046017634154181105,0.06537537071888587,0.06388092654664264,0.06459150011921103,-0.7891632941206177,-0.8829277825772484,-0.2461829819586668,-0.24618298195867527,-2.164457040615208
sciplex3_cell_line_formal,leave_context,K562,52,K562,Givinostat_100.0,Givinostat_100.0,191,2,0.4186313704888949,1.5572013141923966,0.005232430394783051,0.07356169684425871,0.07222209874912802,0.07284801184090221,-0.6312935429705141,-0.8013468090872167,-0.2461829819586668,-0.24618298195867527,-1.9250063159750725
sciplex3_cell_line_formal,leave_context,K562,53,K562,Givinostat_1000.0,Givinostat_1000.0,122,2,0.4186313704888949,2.8147437276205216,0.007716385423928716,0.11552272899675906,0.11301144881733201,0.1142088376595327,-0.009505221796402157,-0.12121122213144789,-0.2461829819586668,-0.24618298195867527,-0.6230824078451921
sciplex3_cell_line_formal,leave_context,K562,54,K562,Givinostat_10000.0,Givinostat_10000.0,80,2,0.4186313704888949,6.701106547548701,0.01403652388836759,0.23682534777172926,0.23479603443391128,0.23570841178782212,1.5725637928519804,1.9807088637679091,-0.2461829819586668,-0.24618298195867527,3.0609066927025474
sciplex3_cell_line_formal,leave_context,K562,55,K562,Hesperadin_10.0,Hesperadin_10.0,178,2,0.4186313704888949,2.0867409845123954,0.0064769611875334955,0.08851067665923357,0.08535427619639685,0.08688646856455357,-0.3197602409606386,-0.5149479006737459,-0.2461829819586668,-0.24618298195867527,-1.3270741055517266
sciplex3_cell_line_formal,leave_context,K562,56,K562,Hesperadin_100.0,Hesperadin_100.0,168,2,0.4186313704888949,1.7515756051998812,0.005781583506889158,0.08760677274361962,0.08654450704282257,0.0870292622851395,-0.49382849725209926,-0.6962204363368133,-0.2461829819586668,-0.24618298195867527,-1.6824148975062547
sciplex3_cell_line_formal,leave_context,K562,57,K562,Hesperadin_1000.0,Hesperadin_1000.0,178,2,0.4186313704888949,2.0745702903181176,0.007096732467436942,0.08828202932680283,0.08654592384157948,0.08734624142654265,-0.16461792190841396,-0.5215303603594743,-0.2461829819586668,-0.24618298195867527,-1.1785142461852303
sciplex3_cell_line_formal,leave_context,K562,58,K562,Hesperadin_10000.0,Hesperadin_10000.0,100,2,0.4186313704888949,2.7233187778373797,0.008845440375424656,0.14096172604895493,0.13937905937122755,0.14010283653412345,0.2731219492137901,-0.17065795348554139,-0.2461829819586668,-0.24618298195867527,-0.38990196818909334
sciplex3_cell_line_formal,leave_context,K562,59,K562,Quisinostat_10.0,Quisinostat_10.0,112,2,0.4186313704888949,4.7151995023870406,0.012031147358802338,0.18794803215515055,0.18651744301219816,0.18713744369539334,1.0705741469004544,0.9066408725988613,-0.2461829819586668,-0.24618298195867527,1.4848490555819738
sciplex3_cell_line_formal,leave_context,K562,60,K562,Quisinostat_100.0,Quisinostat_100.0,103,2,0.4186313704888949,5.404098189346639,0.01255652561696551,0.20844426594098317,0.20824328933938846,0.20824918517906132,1.202087826210911,1.2792283160164146,-0.2461829819586668,-0.24618298195867527,1.9889501783099832
sciplex3_cell_line_formal,leave_context,K562,61,K562,Quisinostat_1000.0,Quisinostat_1000.0,83,2,0.4186313704888949,6.493370306609959,0.014573586123708779,0.21856289537717113,0.21726767180774534,0.21779438205715287,1.7070022274293042,1.8683557465655274,-0.2461829819586668,-0.24618298195867527,3.0829920100774895
sciplex3_cell_line_formal,leave_context,K562,62,K562,Quisinostat_10000.0,Quisinostat_10000.0,58,2,0.4186313704888949,7.118224244672516,0.0157117816712995,0.24886578209110788,0.24668963766641672,0.2476555313940772,1.9919174897429286,2.206304904691549,-0.2461829819586668,-0.24618298195867527,3.705856430517135
sciplex3_cell_line_formal,leave_context,K562,63,K562,TAK901_10.0,TAK901_10.0,210,2,0.4186313704888949,1.0000775432229536,0.0033686515483601688,0.05842644368362369,0.05797139249644423,0.058174985049388485,-1.0978381890528113,-1.1026644417405431,-0.2461829819586668,-0.24618298195867527,-2.692868594710697
sciplex3_cell_line_formal,leave_context,K562,64,K562,TAK901_100.0,TAK901_100.0,185,2,0.4186313704888949,1.756622618296846,0.005664098180714008,0.07933830109731499,0.07751346546858875,0.0783800431388068,-0.52323764631796,-0.6934907842961159,-0.2461829819586668,-0.24618298195867527,-1.7090943945314176
sciplex3_cell_line_formal,leave_context,K562,65,K562,TAK901_1000.0,TAK901_1000.0,113,2,0.4186313704888949,1.7929243586364623,0.0057548650128655295,0.10845744489314113,0.10750928860651891,0.10794606329417236,-0.500516721212807,-0.6738571677995603,-0.2461829819586668,-0.24618298195867527,-1.6667398529297093
sciplex3_cell_line_formal,leave_context,K562,66,K562,TAK901_10000.0,TAK901_10000.0,88,2,0.4186313704888949,2.224520211850892,0.007288566391363562,0.13376686035910454,0.13356480332596996,0.13361618197140834,-0.11659769122670124,-0.44043068785010325,-0.2461829819586668,-0.24618298195867527,-1.0493943429941466
sciplex3_cell_line_formal,leave_context,K562,67,K562,Tanespimycin_10.0,Tanespimycin_10.0,223,2,0.4186313704888949,1.0388892537323087,0.003600933593613286,0.05379645890431455,0.05294985053115336,0.053344457565740716,-1.0396929081350244,-1.0816733203070503,-0.2461829819586668,-0.24618298195867527,-2.613732192359417
sciplex3_cell_line_formal,leave_context,K562,68,K562,Tanespimycin_100.0,Tanespimycin_100.0,179,2,0.4186313704888949,1.639257264022189,0.005534213565936394,0.08053305613818433,0.0803063905881982,0.08037218322716479,-0.5557506087594323,-0.7569672549626284,-0.2461829819586668,-0.24618298195867527,-1.8050838276394026
sciplex3_cell_line_formal,leave_context,K562,69,K562,Tanespimycin_1000.0,Tanespimycin_1000.0,137,2,0.4186313704888949,2.5616886962528063,0.007925248169011844,0.1291699513566991,0.12735748991899065,0.1282056980432555,0.04277769560638256,-0.2580747827188051,-0.2461829819586668,-0.24618298195867527,-0.7076630510297646
sciplex3_cell_line_formal,leave_context,K562,70,K562,Tanespimycin_10000.0,Tanespimycin_10000.0,89,2,0.4186313704888949,2.7065623881854486,0.008151704424794648,0.1533748245989383,0.15197602710568073,0.15262261409968567,0.09946465388476772,-0.17972056385118942,-0.2461829819586668,-0.24618298195867527,-0.5726218738837638
sciplex3_cell_line_formal,leave_context,MCF7,71,MCF7,Alvespimycin_10.0,Alvespimycin_10.0,237,2,0.4234588269809172,1.4290261028402658,0.0004925216349072048,0.05982684828646107,0.05990992538063122,0.059867894900052086,-1.152189787958621,-1.0310908176255464,-0.0,-0.0,-2.1832806055841676
sciplex3_cell_line_formal,leave_context,MCF7,72,MCF7,Alvespimycin_100.0,Alvespimycin_100.0,87,2,0.4234588269809172,2.7021508751243855,0.0010044132794037172,0.10869817923775835,0.10884757099216558,0.10877174121784003,0.053673791457249036,-0.14597352726337257,-0.0,-0.0,-0.09229973580612352
sciplex3_cell_line_formal,leave_context,MCF7,73,MCF7,Alvespimycin_1000.0,Alvespimycin_1000.0,71,2,0.4234588269809172,2.9149151738759276,0.0010975018050685226,0.11869951420765648,0.11882931893694516,0.11876316599052034,0.2729625100123594,0.0019470565603988545,-0.0,-0.0,0.2749095665727582
sciplex3_cell_line_formal,leave_context,MCF7,74,MCF7,Belinostat_10.0,Belinostat_10.0,300,2,0.4234588269809172,1.236455438913133,0.0004583989042740423,0.051965939436537746,0.05204901290816212,0.05200698768757944,-1.232572733340003,-1.164972137013141,-0.0,-0.0,-2.397544870353144
sciplex3_cell_line_formal,leave_context,MCF7,75,MCF7,Belinostat_100.0,Belinostat_100.0,300,2,0.4234588269809172,1.5445834961321578,0.0005677001325055756,0.06488711537434515,0.06505601381355136,0.0649709993371702,-0.9750917376510301,-0.9507516010314564,-0.0,-0.0,-1.9258433386824865
sciplex3_cell_line_formal,leave_context,MCF7,76,MCF7,Belinostat_1000.0,Belinostat_1000.0,259,2,0.4234588269809172,2.806417026381985,0.0009650481250409095,0.09905795376085612,0.09924194417935267,0.09914881741854684,-0.03905873593315834,-0.07348434530201202,-0.0,-0.0,-0.11254308123517036
sciplex3_cell_line_formal,leave_context,MCF7,77,MCF7,Belinostat_10000.0,Belinostat_10000.0,260,2,0.4234588269809172,5.238913876065979,0.0016509191946623876,0.19811487548916182,0.19835715027583042,0.19823433051114156,1.5766483222373955,1.6176657032073982,-0.0,-0.0,3.1943140254447937
sciplex3_cell_line_formal,leave_context,MCF7,78,MCF7,Dacinostat_10.0,Dacinostat_10.0,300,2,0.4234588269809172,2.771678667516311,0.0009798376869080924,0.10093628545046994,0.10091369246418697,0.10092380048965886,-0.004218952547565143,-0.0976355697068674,-0.0,-0.0,-0.10185452225443255
sciplex3_cell_line_formal,leave_context,MCF7,79,MCF7,Dacinostat_100.0,Dacinostat_100.0,249,2,0.4234588269809172,3.7244920427008235,0.0012142853025301254,0.1404054647252914,0.14047559278719732,0.14043922076158122,0.5480694936480573,0.5647909349247968,-0.0,-0.0,1.112860428572854
sciplex3_cell_line_formal,leave_context,MCF7,80,MCF7,Dacinostat_1000.0,Dacinostat_1000.0,231,2,0.4234588269809172,5.021312686057184,0.0015730961634333213,0.19483573213074118,0.19489028667863523,0.19486142447508606,1.3933205418217214,1.466382357008251,-0.0,-0.0,2.8597028988299726
sciplex3_cell_line_formal,leave_context,MCF7,81,MCF7,Dacinostat_10000.0,Dacinostat_10000.0,243,2,0.4234588269809172,5.683406307822618,0.0017460955389064514,0.21729317334767942,0.2174206487398067,0.21735516668021043,1.800855316783574,1.9266911383790652,-0.0,-0.0,3.7275464551626394
sciplex3_cell_line_formal,leave_context,MCF7,82,MCF7,Flavopiridol_10.0,Flavopiridol_10.0,236,2,0.4234588269809172,1.4284477220167828,0.0005555708202515081,0.06425669039594548,0.06432677791599971,0.06429114354215375,-1.0036647687754758,-1.0314929265770205,-0.0,-0.0,-2.0351576953524964
sciplex3_cell_line_formal,leave_context,MCF7,83,MCF7,Flavopiridol_100.0,Flavopiridol_100.0,121,2,0.4234588269809172,2.3524073202033473,0.0008656914144274355,0.10396758920268892,0.10413171597010115,0.10404878463170336,-0.27311342306756964,-0.3891264957646083,-0.0,-0.0,-0.6622399188321779
sciplex3_cell_line_formal,leave_context,MCF7,84,MCF7,Givinostat_10.0,Givinostat_10.0,300,2,0.4234588269809172,1.487106860089579,0.0005367790666232,0.05895408348789324,0.05909914584228254,0.05902604886707478,-1.0479325186740331,-0.9907112070815907,-0.0,-0.0,-2.038643725755624
sciplex3_cell_line_formal,leave_context,MCF7,85,MCF7,Givinostat_100.0,Givinostat_100.0,300,2,0.4234588269809172,1.7111189682875483,0.0005920551734421194,0.06951355282086341,0.06965621649297422,0.0695842915212215,-0.9177185471402778,-0.8349707843571352,-0.0,-0.0,-1.752689331497413
sciplex3_cell_line_formal,leave_context,MCF7,86,MCF7,Givinostat_1000.0,Givinostat_1000.0,284,2,0.4234588269809172,2.7339982458925354,0.000931984216132339,0.09948380390331762,0.09969399695643481,0.09958786564996587,-0.11694741408336555,-0.12383221076939614,-0.0,-0.0,-0.2407796248527617
sciplex3_cell_line_formal,leave_context,MCF7,87,MCF7,Givinostat_10000.0,Givinostat_10000.0,300,2,0.4234588269809172,5.38372870368343,0.0017320426828562952,0.20514231061673538,0.20518028411283465,0.20515947105308846,1.7677509919135617,1.7183456291780939,-0.0,-0.0,3.4860966210916553
