task_id,graph_role,contains_y
E176::H03::CE0006864::Stim8hr::ENSG00000003436,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000006607,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000054277,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000063241,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000066322,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000072694,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000073050,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000074416,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000078081,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000080824,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000082258,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000083642,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000084636,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000087250,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000087266,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000087448,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000089723,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000089902,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000099338,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000099910,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000100991,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000101849,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000101997,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000102390,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000103194,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000104341,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000104660,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000105726,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000106392,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000108604,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000109686,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000110367,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000110925,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000111530,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000112167,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000112210,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000112983,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000113328,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000114113,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000114480,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000114850,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000115526,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000115896,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000120318,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000122477,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000124191,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000124827,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000128311,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000128699,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000131023,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000131844,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000132423,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000132530,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000135114,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000135269,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000136141,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000136250,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000136535,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000136754,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000138018,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000138303,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000143337,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000144843,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000145491,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000145604,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000145990,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000147471,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000148357,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000148481,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000151116,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000152818,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000153283,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000155307,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000155324,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000157077,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000159915,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000162300,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000162591,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000163870,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000164258,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000164329,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000164400,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000166233,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000166333,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000166428,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000166825,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000168303,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000168904,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000168961,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000169548,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000172939,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000173821,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000174837,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000175556,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000179085,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000179841,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000180008,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000180806,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000182481,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000182768,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000183597,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000183665,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000185504,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000186469,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000186790,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000187193,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000187446,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000196074,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000197037,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000198837,supervised_train,True
E176::H03::CE0008162::Stim48hr::ENSG00000203710,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000204371,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000205268,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000205593,supervised_train,True
E176::H03::CE0006864::Stim48hr::ENSG00000205903,supervised_train,True
E176::H03::CE0008162::Rest::ENSG00000213064,supervised_train,True
E176::H03::CE0006864::Stim8hr::ENSG00000213699,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000214013,supervised_train,True
E176::H03::CE0008162::Stim8hr::ENSG00000227345,supervised_train,True
E176::H03::CE0006864::Rest::ENSG00000272333,supervised_train,True
E176::H03::CE0010866::Rest::ENSG00000003436,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000003436,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000003436,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000006607,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000006607,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000006607,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000054277,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000054277,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000054277,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000063241,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000063241,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000063241,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000066322,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000066322,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000066322,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000072694,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000072694,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000072694,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000073050,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000073050,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000073050,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000074416,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000074416,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000074416,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000078081,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000078081,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000078081,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000080824,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000080824,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000080824,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000082258,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000082258,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000082258,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000083642,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000083642,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000083642,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000084636,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000084636,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000084636,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000087250,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000087250,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000087250,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000087266,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000087266,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000087266,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000087448,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000087448,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000087448,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000089723,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000089723,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000089723,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000089902,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000089902,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000089902,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000099338,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000099338,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000099338,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000099910,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000099910,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000099910,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000100991,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000100991,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000100991,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000101849,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000101849,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000101849,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000101997,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000101997,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000101997,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000102390,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000102390,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000102390,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000103194,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000103194,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000103194,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000104341,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000104341,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000104341,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000104660,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000104660,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000104660,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000105726,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000105726,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000105726,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000106392,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000106392,supervised_validation,True
E176::H03::CE0010866::Stim8hr::ENSG00000106392,supervised_validation,True
E176::H03::CE0010866::Rest::ENSG00000108604,supervised_validation,True
E176::H03::CE0010866::Stim48hr::ENSG00000108604,supervised_validation,True
