query_index,task_id
0,E176::H03::CE0008162::Rest::ENSG00000003436
1,E176::H03::CE0008162::Stim48hr::ENSG00000006607
2,E176::H03::CE0008162::Stim48hr::ENSG00000054277
3,E176::H03::CE0006864::Rest::ENSG00000063241
4,E176::H03::CE0006864::Stim48hr::ENSG00000066322
5,E176::H03::CE0006864::Stim48hr::ENSG00000072694
6,E176::H03::CE0006864::Rest::ENSG00000073050
7,E176::H03::CE0006864::Rest::ENSG00000074416
8,E176::H03::CE0008162::Stim48hr::ENSG00000078081
9,E176::H03::CE0006864::Stim8hr::ENSG00000080824
10,E176::H03::CE0008162::Stim48hr::ENSG00000082258
11,E176::H03::CE0006864::Stim48hr::ENSG00000083642
12,E176::H03::CE0006864::Stim48hr::ENSG00000084636
13,E176::H03::CE0008162::Stim8hr::ENSG00000087250
14,E176::H03::CE0008162::Rest::ENSG00000087266
15,E176::H03::CE0008162::Stim8hr::ENSG00000087448
16,E176::H03::CE0008162::Stim8hr::ENSG00000089723
17,E176::H03::CE0008162::Stim48hr::ENSG00000089902
18,E176::H03::CE0006864::Stim48hr::ENSG00000099338
19,E176::H03::CE0006864::Stim48hr::ENSG00000099910
20,E176::H03::CE0006864::Rest::ENSG00000100991
21,E176::H03::CE0006864::Rest::ENSG00000101849
22,E176::H03::CE0006864::Rest::ENSG00000101997
23,E176::H03::CE0006864::Stim48hr::ENSG00000102390
24,E176::H03::CE0008162::Rest::ENSG00000103194
25,E176::H03::CE0008162::Stim48hr::ENSG00000104341
26,E176::H03::CE0006864::Rest::ENSG00000104660
27,E176::H03::CE0008162::Stim8hr::ENSG00000105726
28,E176::H03::CE0006864::Rest::ENSG00000106392
29,E176::H03::CE0006864::Stim48hr::ENSG00000108604
30,E176::H03::CE0008162::Rest::ENSG00000109686
31,E176::H03::CE0008162::Stim8hr::ENSG00000110367
32,E176::H03::CE0006864::Stim48hr::ENSG00000110925
33,E176::H03::CE0008162::Stim8hr::ENSG00000111530
34,E176::H03::CE0006864::Stim48hr::ENSG00000112167
35,E176::H03::CE0006864::Stim8hr::ENSG00000112210
36,E176::H03::CE0008162::Stim8hr::ENSG00000112983
37,E176::H03::CE0006864::Rest::ENSG00000113328
38,E176::H03::CE0008162::Rest::ENSG00000114113
39,E176::H03::CE0006864::Stim48hr::ENSG00000114480
40,E176::H03::CE0006864::Stim8hr::ENSG00000114850
41,E176::H03::CE0006864::Stim8hr::ENSG00000115526
42,E176::H03::CE0008162::Stim8hr::ENSG00000115896
43,E176::H03::CE0006864::Stim48hr::ENSG00000120318
44,E176::H03::CE0006864::Stim48hr::ENSG00000122477
45,E176::H03::CE0006864::Stim48hr::ENSG00000124191
46,E176::H03::CE0008162::Rest::ENSG00000124827
47,E176::H03::CE0006864::Rest::ENSG00000128311
48,E176::H03::CE0006864::Stim48hr::ENSG00000128699
49,E176::H03::CE0006864::Stim8hr::ENSG00000131023
50,E176::H03::CE0006864::Stim48hr::ENSG00000131844
51,E176::H03::CE0008162::Stim8hr::ENSG00000132423
52,E176::H03::CE0006864::Stim48hr::ENSG00000132530
53,E176::H03::CE0006864::Rest::ENSG00000135114
54,E176::H03::CE0006864::Rest::ENSG00000135269
55,E176::H03::CE0006864::Stim8hr::ENSG00000136141
56,E176::H03::CE0006864::Rest::ENSG00000136250
57,E176::H03::CE0006864::Stim48hr::ENSG00000136535
58,E176::H03::CE0008162::Stim48hr::ENSG00000136754
59,E176::H03::CE0006864::Stim48hr::ENSG00000138018
60,E176::H03::CE0006864::Stim8hr::ENSG00000138303
61,E176::H03::CE0008162::Stim8hr::ENSG00000143337
62,E176::H03::CE0006864::Rest::ENSG00000144843
63,E176::H03::CE0008162::Rest::ENSG00000145491
64,E176::H03::CE0008162::Stim48hr::ENSG00000145604
65,E176::H03::CE0006864::Stim8hr::ENSG00000145990
66,E176::H03::CE0006864::Stim48hr::ENSG00000147471
67,E176::H03::CE0008162::Rest::ENSG00000148357
68,E176::H03::CE0008162::Stim48hr::ENSG00000148481
69,E176::H03::CE0006864::Stim8hr::ENSG00000151116
70,E176::H03::CE0008162::Rest::ENSG00000152818
71,E176::H03::CE0008162::Rest::ENSG00000153283
72,E176::H03::CE0008162::Stim48hr::ENSG00000155307
73,E176::H03::CE0006864::Rest::ENSG00000155324
74,E176::H03::CE0006864::Rest::ENSG00000157077
75,E176::H03::CE0006864::Stim48hr::ENSG00000159915
76,E176::H03::CE0006864::Rest::ENSG00000162300
77,E176::H03::CE0008162::Stim8hr::ENSG00000162591
78,E176::H03::CE0008162::Rest::ENSG00000163870
79,E176::H03::CE0008162::Rest::ENSG00000164258
80,E176::H03::CE0008162::Stim48hr::ENSG00000164329
81,E176::H03::CE0006864::Stim48hr::ENSG00000164400
82,E176::H03::CE0008162::Stim8hr::ENSG00000166233
83,E176::H03::CE0006864::Stim8hr::ENSG00000166333
84,E176::H03::CE0006864::Stim8hr::ENSG00000166428
85,E176::H03::CE0006864::Rest::ENSG00000166825
86,E176::H03::CE0006864::Rest::ENSG00000168303
87,E176::H03::CE0006864::Stim48hr::ENSG00000168904
88,E176::H03::CE0008162::Stim8hr::ENSG00000168961
89,E176::H03::CE0006864::Stim48hr::ENSG00000169548
90,E176::H03::CE0006864::Rest::ENSG00000172939
91,E176::H03::CE0008162::Rest::ENSG00000173821
92,E176::H03::CE0008162::Stim8hr::ENSG00000174837
93,E176::H03::CE0008162::Stim48hr::ENSG00000175556
94,E176::H03::CE0006864::Stim8hr::ENSG00000179085
95,E176::H03::CE0006864::Stim48hr::ENSG00000179841
96,E176::H03::CE0008162::Rest::ENSG00000180008
97,E176::H03::CE0008162::Stim48hr::ENSG00000180806
98,E176::H03::CE0008162::Rest::ENSG00000182481
99,E176::H03::CE0006864::Stim48hr::ENSG00000182768
100,E176::H03::CE0006864::Stim48hr::ENSG00000183597
101,E176::H03::CE0006864::Stim48hr::ENSG00000183665
102,E176::H03::CE0006864::Stim48hr::ENSG00000185504
103,E176::H03::CE0006864::Stim8hr::ENSG00000186469
104,E176::H03::CE0008162::Stim8hr::ENSG00000186790
105,E176::H03::CE0008162::Stim8hr::ENSG00000187193
106,E176::H03::CE0008162::Rest::ENSG00000187446
107,E176::H03::CE0008162::Stim8hr::ENSG00000196074
108,E176::H03::CE0008162::Stim48hr::ENSG00000197037
109,E176::H03::CE0008162::Stim8hr::ENSG00000198837
110,E176::H03::CE0008162::Rest::ENSG00000203710
111,E176::H03::CE0006864::Stim48hr::ENSG00000204371
112,E176::H03::CE0008162::Stim48hr::ENSG00000205268
113,E176::H03::CE0008162::Rest::ENSG00000205593
114,E176::H03::CE0006864::Stim8hr::ENSG00000205903
115,E176::H03::CE0008162::Stim8hr::ENSG00000213064
116,E176::H03::CE0008162::Stim8hr::ENSG00000213699
117,E176::H03::CE0008162::Rest::ENSG00000214013
118,E176::H03::CE0008162::Stim48hr::ENSG00000227345
119,E176::H03::CE0008162::Stim8hr::ENSG00000272333
120,E176::H03::CE0008678::Rest::ENSG00000003436
121,E176::H03::CE0008678::Stim48hr::ENSG00000003436
122,E176::H03::CE0008678::Stim8hr::ENSG00000003436
123,E176::H03::CE0008678::Rest::ENSG00000006607
124,E176::H03::CE0008678::Stim48hr::ENSG00000006607
125,E176::H03::CE0008678::Stim8hr::ENSG00000006607
126,E176::H03::CE0008678::Rest::ENSG00000054277
127,E176::H03::CE0008678::Stim48hr::ENSG00000054277
128,E176::H03::CE0008678::Stim8hr::ENSG00000054277
129,E176::H03::CE0008678::Rest::ENSG00000063241
130,E176::H03::CE0008678::Stim48hr::ENSG00000063241
131,E176::H03::CE0008678::Stim8hr::ENSG00000063241
132,E176::H03::CE0008678::Rest::ENSG00000066322
133,E176::H03::CE0008678::Stim48hr::ENSG00000066322
134,E176::H03::CE0008678::Stim8hr::ENSG00000066322
135,E176::H03::CE0008678::Rest::ENSG00000072694
136,E176::H03::CE0008678::Stim48hr::ENSG00000072694
137,E176::H03::CE0008678::Stim8hr::ENSG00000072694
138,E176::H03::CE0008678::Rest::ENSG00000073050
