panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9
Norman_P3,AHR+ctrl,False,False,False,-44.181358337402344,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CBL+ctrl,False,False,False,-43.906009674072266,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CDKN1A+ctrl,False,False,False,-44.0128173828125,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CEBPE+ctrl,False,False,False,-43.83507537841797,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CITED1+ctrl,False,False,False,-44.57395935058594,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CNN1+ctrl,False,False,False,-43.79241943359375,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,CNNM4+ctrl,False,False,False,-43.85588073730469,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,DUSP9+ctrl,False,False,False,-44.67461395263672,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,EGR1+ctrl,False,False,False,-43.69291305541992,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,FOXF1+ctrl,False,False,False,-43.919803619384766,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,FOXO4+ctrl,False,False,False,-44.2547607421875,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P3,HOXB9+ctrl,False,False,False,-43.302860260009766,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
