permutation_index,median_spearman
0,-0.16846736382097044
1,0.17870932285191884
2,0.1606611324414335
3,0.06204248926902836
4,-0.17385046329433507
5,-0.10453822098675969
6,0.08295990841979803
7,-0.019656676085146874
8,0.09188710216010192
9,0.0071646722866290855
10,-0.08480402418335173
11,0.03383152307960124
12,-0.09490043229547249
13,0.03560992044410666
14,0.21758604342671484
15,0.0780924060057246
16,0.019396685146253125
17,-0.009858827063768196
18,0.011019691883570095
19,-0.18651292840556397
20,0.10823094993824657
21,-0.050716196943519844
22,0.08077190185783589
23,0.3239228300103075
24,-0.10582894836240146
25,-0.07653192286700429
26,-0.06704350801424601
27,-0.15994302936197544
28,0.048177934642646754
29,0.04272512133973994
30,0.058639008063165805
31,-0.12800720051313194
32,0.021662847544016733
33,-0.17481097366645876
34,-0.1304747485072068
35,-0.1769980312798771
36,-0.05065970076760426
37,0.08887561590717906
38,-0.029190486092612756
39,-0.21785360380256405
40,0.23149491845399972
41,0.13679622564532037
42,-0.019403604265776052
43,-0.10308656694774279
44,-0.17956651089480716
45,0.15932786448443106
46,-0.0036930881488200003
47,0.12374184693049715
48,0.009560870724329104
49,-0.02519078756203407
50,-0.13028027041646068
51,0.09652983782026824
52,0.07834829598619865
53,0.20569359179019012
54,-0.13053893629945293
55,0.06820792431910265
56,0.07737541483244631
57,0.045790609278442834
58,0.02339677974839871
59,0.009613898722149728
60,-0.04133053520015622
61,0.08409313953378321
62,-0.1457242010909943
63,-0.1671420217030471
64,0.1422977229521225
65,-0.014498860239768903
66,-0.01931035649265294
67,-0.03518716672895537
68,0.10946730234667672
69,-0.022800399145965416
70,-0.15548198936221624
71,0.016942626123769147
72,0.06902668193438909
73,0.011509807321082982
74,0.008526858059785675
75,-0.014161801731967018
76,0.2004748797323069
77,0.10867398037005688
78,-0.030630751975750294
79,-0.10461510740837221
80,-0.1785893736462124
81,0.065202740629398
82,-0.13488288181691938
83,-0.23415755909205488
84,0.04063916244350771
85,-0.14986515799732827
86,0.18274829742870582
87,-0.043262677674088534
88,0.1370683765181501
89,-0.053124842285085246
90,0.1893554291192126
91,-0.0011994920570646452
92,0.11226171638833748
93,0.07715820689312373
94,-0.08489405033875029
95,0.19644689528201204
96,-0.008996190427984841
97,0.07188768112305546
98,0.13363840880771483
99,0.029916992302336215
100,0.12636902590527552
101,-0.04920518340626453
102,-0.13124467994306313
103,0.030172180711773963
104,0.02782796720853342
105,0.07716767252897276
106,0.14353421827849813
107,0.07915219546478304
108,0.030425353007973444
109,-0.0010827660713567922
110,-0.08992774626179875
111,-0.0333889581223086
112,0.1180300184151611
113,-0.09054897272386475
114,0.1058573848428008
115,0.13292139038857792
116,0.23047978629079138
117,0.22023396318747954
118,0.05397287359491745
119,0.09336960763347339
120,0.11525619303319912
121,-0.0034336914900649764
122,0.11978960391263731
123,0.03813966179805189
124,-0.03313596807641083
125,0.18501569637169227
126,0.02829572722229542
127,-0.011773937166533958
128,0.008796791682238842
129,0.13811960639159976
130,0.2827052841994236
131,-0.02634660016782151
132,0.13603609994319352
133,0.026866582946299743
134,-0.00811585903672137
135,0.08767061648659406
136,-0.27636296994769427
137,0.11735574585271107
138,0.007269279700973407
139,-0.016136922150032415
140,-0.1921436338910429
141,0.08160303316605595
142,-0.13135558504927666
143,-0.030197212536602448
144,-0.00789713109319442
145,-0.02747508603233554
146,0.16682575210877035
147,-0.06361414764930133
148,0.045809143079958044
149,-0.1220756727209472
150,-0.08098134927884157
151,0.20136482444849055
152,-0.25108929699637983
153,-0.07615275197289167
154,-0.18447228729366494
155,-2.970279571063302e-05
156,-0.38442367162011415
157,-0.06580654389690745
158,0.047889720378305974
159,-0.13855168129392054
160,0.1281263323889003
161,-0.01294070000534105
162,-0.23222641074807635
163,-0.06025948221678513
164,0.03812359737099254
165,0.022440795107752144
166,0.04810679810203012
167,-0.09755277330566604
168,-0.160027234063137
169,0.1126689715079521
170,0.01941077699689868
171,0.1584437087277925
172,0.2518156421691227
173,-0.10590217008529529
174,-0.1328778144811409
175,0.06817612979341178
176,-0.1103828096306472
177,-0.06082924094389083
178,0.05322216549952694
179,-0.03418948782588586
180,-0.02511436494479101
181,-0.0017841090237777173
182,0.2326794448601311
183,-0.10559551638420413
184,-0.014520175811441072
185,0.11611320537403817
186,0.08487747904854578
187,-0.10606871941504921
188,0.20136443948200441
189,-0.040564375615308394
190,-0.2701445827267414
191,-0.172949700646756
192,-0.11089961721751071
193,0.08382107704579211
194,-0.06792123773128554
195,-0.035937053193236874
196,0.18724620642710368
197,-0.006986066022041768
198,-0.06390233643198846
199,-0.045285004276458145
