fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_direction_truth_used_for_score_or_transform,direction_model_refit_on_replogle,frozen_model_sha256
Replogle_cellline_holdout_1_K562,K562::ADSL,context_unseen,K562,ADSL,1.0,1.0,-1.4297653742531706,-1.4362719131819457,0.3663685710026369,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNM1,context_unseen,K562,DNM1,1.0,1.0,-3.254539552072343,1.7345003840788316,0.41223058185403055,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SNW1,context_and_perturbation_unseen,K562,SNW1,1.0,1.0,-2.9458077786305257,0.2312499010319519,0.38178696802065293,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SART3,context_unseen,K562,SART3,1.0,1.0,-2.6710018384364385,0.0976437215502711,0.3829494430406656,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PPP1CA,context_and_perturbation_unseen,K562,PPP1CA,1.0,1.0,-1.8339150237916884,-0.6804351486802622,0.37778314485906284,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RPL35A,context_unseen,K562,RPL35A,1.0,1.0,1.750425490294573,-3.500225262738548,0.3676720109355315,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::VEZT,context_unseen,K562,VEZT,1.0,1.0,-3.5661679843846823,1.8058330545228352,0.4090311340160426,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DRG1,context_and_perturbation_unseen,K562,DRG1,1.0,1.0,-2.9717296468976464,-0.1133053226256151,0.37329714686396526,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SF3A2,context_unseen,K562,SF3A2,1.0,1.0,-2.2691033525327944,-0.1311604252521277,0.38386568154520373,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ERAL1,context_unseen,K562,ERAL1,1.0,1.0,-1.962075716137584,-0.9181668467959174,0.3702009918720791,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PSTK,context_unseen,K562,PSTK,1.0,1.0,-1.7158156389467487,-0.2934137349920706,0.38871081704394816,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DDX5,context_unseen,K562,DDX5,1.0,1.0,-3.130952780441312,0.0395378654598144,0.37439349111827797,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UBE2M,context_unseen,K562,UBE2M,1.0,1.0,-0.7834770103319246,-0.954820257715945,0.3877715790610603,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SERBP1,context_unseen,K562,SERBP1,1.0,1.0,-1.2252639000354828,-0.7226161835092348,0.3863113507355644,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::USP9X,context_unseen,K562,USP9X,1.0,0.5,0.0680460185537499,-2.650089866552126,0.29544627757691766,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNAJA1,context_unseen,K562,DNAJA1,1.0,0.5,-2.942323634345984,-0.1096641100506752,0.30797815251783156,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RNASEH2C,context_and_perturbation_unseen,K562,RNASEH2C,1.0,1.0,-2.351707857675134,-0.6668354390630168,0.37000513887040526,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MTG2,context_and_perturbation_unseen,K562,MTG2,1.0,1.0,-1.0787487618476543,0.4605585531911196,0.41636390244686494,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PXN,context_unseen,K562,PXN,1.0,1.0,1.1276605502233614,-2.3659436756137424,0.38454756856977534,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WDR4,context_unseen,K562,WDR4,1.0,1.0,-2.3484766355601066,-0.2197559529038283,0.3805457051572597,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SS18L2,context_unseen,K562,SS18L2,1.0,1.0,-3.2890341782584422,2.011583500022452,0.4181924964734278,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DCAF6,context_unseen,K562,DCAF6,1.0,1.0,-1.439418413252631,-1.6668308612252796,0.3608079058401049,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TM7SF2,context_unseen,K562,TM7SF2,1.0,1.0,-1.0651104555132684,-1.7019268860439776,0.3658377564612405,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ARL4D,context_and_perturbation_unseen,K562,ARL4D,1.0,1.0,-2.059855967933897,-0.2285738291395262,0.38485217804540295,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TWF1,context_unseen,K562,TWF1,1.0,1.0,-4.4826742751486455,2.363070188581712,0.40777377815064664,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PRELID3B,context_unseen,K562,PRELID3B,1.0,1.0,-3.051624323088477,0.939509616888788,0.3967504704159087,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RAC3,context_unseen,K562,RAC3,1.0,1.0,-2.0749215524822584,0.6215396320313847,0.40456320055747064,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CCNK,context_unseen,K562,CCNK,1.0,1.0,-2.3257229152867334,-1.2028175430910697,0.35783548280771066,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WBP11,context_unseen,K562,WBP11,1.0,1.0,-2.204714600887812,0.3006303550954154,0.3950038863834283,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CCNB1,context_unseen,K562,CCNB1,1.0,0.5,-2.9639106078228847,0.1518232098641361,0.31377598193772066,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ELOVL1,context_unseen,K562,ELOVL1,1.0,1.0,-2.806589517826932,0.5824514343895599,0.3922044326143981,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SETDB1,context_unseen,K562,SETDB1,1.0,1.0,-0.4717947038870706,-1.2213526311984442,0.38639180646340543,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::COX6C,context_unseen,K562,COX6C,1.0,1.0,-3.534930600053804,2.1381266045093694,0.41731637631038293,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::VPS54,context_unseen,K562,VPS54,1.0,1.0,-0.5301868892495597,-1.1022893670010114,0.38827232312443116,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NUP107,context_unseen,K562,NUP107,1.0,1.0,-3.000697991527795,1.2773088557687555,0.40547278565117306,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GRPEL1,context_unseen,K562,GRPEL1,1.0,1.0,-2.806627969684605,0.5402045945140522,0.3912125737404332,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ATR,context_unseen,K562,ATR,1.0,1.0,-1.5326534765968272,-1.766415831648335,0.35701331224069266,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SRSF7,context_and_perturbation_unseen,K562,SRSF7,1.0,1.0,-2.247823219785695,-0.7940365940152851,0.36864507753444553,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MANF,context_unseen,K562,MANF,1.0,1.0,-2.8135188345104725,-0.272970300535179,0.3720249093295467,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
