dataset_name,score_name,fold_id,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse
CuiHacohen2023,support_count_score,1,502,0.06034886636814546,0.037601603218086914,0.7331618283278499,0.08063754577808444,2.4383555351007438,0.2057690569432891
CuiHacohen2023,support_count_score,2,500,0.057737071375406714,-0.007994357702707558,0.699599316005753,0.045326688597000064,0.38171510336390546,0.19614970631130066
CuiHacohen2023,support_count_score,3,500,0.038073644376684354,0.1908994842999102,0.8043177391918698,0.1698778184976159,-4.0630863028222315,0.23060464311501347
CuiHacohen2023,support_count_score,4,502,-0.04822695423563854,0.04521884781507176,0.7224980708955587,0.00417713889067807,1.135483190461209,0.2198246315186577
Frangieh,context_similarity_score,0,252,0.2194128549141748,-0.27907983929495256,0.8413539540033483,-0.2904982452199326,0.3474219909786636,0.05532781731720301
Frangieh,context_similarity_score,1,254,0.1597821076264324,-0.47844359910739653,0.8214094726580314,-0.3423451057567106,1.2657339177561424,0.056429477980135444
Frangieh,context_similarity_score,2,254,0.23870390801321897,-0.3792083370368415,0.7734927483850225,-0.2150714763329713,3.2853620111785578,0.057246590892186526
Frangieh,context_similarity_score,3,254,0.24874111391733775,-0.33199933533472925,0.7246225521869087,-0.14852719472449522,1.5634154531927795,0.05532789882884947
Frangieh,context_similarity_score,4,252,0.19937478175145537,-0.39341512118180155,0.8031201364938073,-0.27224436887694087,2.3450001832049283,0.056235096270314144
Frangieh,historical_residual_risk,0,504,0.18527340654850263,-0.24974881496981405,0.8413539540033482,-0.005353799822234762,4.697623126898323,0.05532781731720301
Frangieh,historical_residual_risk,1,508,0.23100986160793432,-0.1577231444083782,0.8214094726580315,0.05097107958533274,2.2926330629277603,0.05642947798013545
Frangieh,historical_residual_risk,2,508,0.0675876607160186,-0.18608744000340585,0.7734927483850226,-0.03945910285978941,0.533878626098724,0.057246590892186526
Frangieh,historical_residual_risk,3,508,0.1749190759613125,-0.1563908360824863,0.7246225521869087,0.05321141908498096,2.103094852153569,0.05532789882884947
Frangieh,historical_residual_risk,4,504,0.12438020607820474,-0.116685578364495,0.8031201364938072,0.06671336448712299,1.799381180103662,0.05623509627031415
Frangieh,learned_risk_score,0,252,0.8791456249264002,0.1693085310410054,0.8413539540033483,0.7449005031940358,12.051091576730839,0.05532781731720301
Frangieh,learned_risk_score,1,254,0.8953882025264588,0.2609330364120401,0.8214094726580314,0.7948652067540275,12.013662256028422,0.056429477980135444
Frangieh,learned_risk_score,2,254,0.8049762570736516,0.17863821152394388,0.7734927483850225,0.7150368764983033,10.600647557137355,0.057246590892186526
Frangieh,learned_risk_score,3,254,0.8611552373296588,0.3190824565158575,0.7246225521869087,0.8265997950130373,10.551000943458579,0.05532789882884947
Frangieh,learned_risk_score,4,252,0.9195217286443619,0.3974687910797889,0.8031201364938073,0.8865092112110409,13.052025232627134,0.056235096270314144
Frangieh,model_disagreement_risk,0,504,0.8953894229968465,0.25033829354097403,0.8413539540033482,0.8015695514566594,12.243845664502397,0.05532781731720301
Frangieh,model_disagreement_risk,1,508,0.8742532008573884,0.4150341725972336,0.8214094726580315,0.8511905686052987,11.458397747803966,0.05642947798013545
Frangieh,model_disagreement_risk,2,508,0.8525210711727416,0.3656791849901955,0.7734927483850226,0.8339348577181985,13.63864814575411,0.057246590892186526
Frangieh,model_disagreement_risk,3,508,0.7870244336631229,0.46192858749432375,0.7246225521869087,0.7981478845558565,11.769413640724824,0.05532789882884947
Frangieh,model_disagreement_risk,4,504,0.8562482403441968,0.4740435454103351,0.8031201364938072,0.8325293634391607,12.793778828204283,0.05623509627031415
Frangieh,ood_distance_risk,0,252,-0.31983425142655725,-0.5061971740224084,0.8413539540033483,-0.4967651130950204,-2.2648917264134227,0.05532781731720301
Frangieh,ood_distance_risk,1,254,-0.3448216840654572,-0.6159721250751566,0.8214094726580314,-0.5989945144364169,-2.656248144799129,0.056429477980135444
Frangieh,ood_distance_risk,2,254,-0.30548455297762234,-0.5841157721119854,0.7734927483850225,-0.5435505973105389,-3.0611104111866942,0.057246590892186526
Frangieh,ood_distance_risk,3,254,-0.13892568149080745,-0.5318124170713566,0.7246225521869087,-0.39987935545984793,-1.3236948218512588,0.05532789882884947
Frangieh,ood_distance_risk,4,252,-0.2599805024132332,-0.619275005149562,0.8031201364938073,-0.525673708459152,-2.578808549715086,0.056235096270314144
Frangieh,prediction_magnitude_risk,0,252,-0.4170949380947043,-0.4478881128974848,0.8413539540033483,-0.5833921836785231,1.253663389780694,0.05532781731720301
Frangieh,prediction_magnitude_risk,1,254,-0.446952933159966,-0.4316409364435186,0.8214094726580314,-0.6848524890732106,0.1477781403502529,0.056429477980135444
Frangieh,prediction_magnitude_risk,2,254,-0.2648277887286594,-0.5442587332300933,0.7734927483850225,-0.6624803831253943,2.7192260068010152,0.057246590892186526
Frangieh,prediction_magnitude_risk,3,254,-0.30088220153083933,-0.4582830792671213,0.7246225521869087,-0.637511649368408,4.258033388586199,0.05532789882884947
Frangieh,prediction_magnitude_risk,4,252,-0.313781921920155,-0.38245766444180307,0.8031201364938073,-0.5825459657339361,3.7479623097594055,0.056235096270314144
Frangieh,protocol_v0_2_family_confidence,0,252,0.6659895174937928,0.31893509835999834,0.8413539540033483,0.4850068139347055,4.978539837852179,0.05532781731720301
Frangieh,protocol_v0_2_family_confidence,1,254,0.7063352242961889,0.35591744861412256,0.8214094726580314,0.6065445901178832,6.298675233662543,0.056429477980135444
Frangieh,protocol_v0_2_family_confidence,2,254,0.7110191002047683,0.3363324615442278,0.7734927483850225,0.6471249233717816,7.818192331198966,0.057246590892186526
Frangieh,protocol_v0_2_family_confidence,3,254,0.5867792184983699,0.38283728576224285,0.7246225521869087,0.5507015761991538,1.7354989149099205,0.05532789882884947
Frangieh,protocol_v0_2_family_confidence,4,252,0.6566774015044333,0.3714003007339348,0.8031201364938073,0.5557354533851456,3.5334347892289624,0.056235096270314144
Frangieh,protocol_v0_2_with_stability_confidence,0,252,0.15379014298291105,0.07039053822589718,0.8413539540033483,-0.019613958129010654,1.976404197740503,0.05532781731720301
Frangieh,protocol_v0_2_with_stability_confidence,1,254,0.31323090597636594,-0.09825594096402614,0.8214094726580314,-0.03570572349264241,2.1355221114342147,0.056429477980135444
Frangieh,protocol_v0_2_with_stability_confidence,2,254,0.29231017943535664,-0.14501121633287514,0.7734927483850225,-0.028806520069376174,3.2684244677610974,0.057246590892186526
Frangieh,protocol_v0_2_with_stability_confidence,3,254,0.30544348627470347,-0.04213877228447062,0.7246225521869087,0.09452551185298258,1.6890446137740307,0.05532789882884947
Frangieh,protocol_v0_2_with_stability_confidence,4,252,0.19496952270908946,-0.1840421467872868,0.8031201364938073,-0.18220308374253916,2.5647422373890683,0.056235096270314144
Frangieh,random_score,0,504,-0.012630052864181555,0.0019361631832403238,0.8413539540033482,-0.0040514520001709315,-0.4404430153026683,0.05532781731720301
Frangieh,random_score,1,508,-0.008806945286756955,-0.06042421984108594,0.8214094726580315,-0.06250545693077703,2.1117353569985515,0.05642947798013545
Frangieh,random_score,2,508,-0.01567220798750884,-0.03166992103075899,0.7734927483850226,-0.029503381932272494,-0.25344333955041104,0.057246590892186526
Frangieh,random_score,3,508,-0.041133366288207455,0.07830977750679065,0.7246225521869087,0.08982787174933408,-0.7018626713573687,0.05532789882884947
Frangieh,random_score,4,504,0.011294529634037343,0.0083760387738811,0.8031201364938072,-0.018765778957747798,0.8064720866223914,0.05623509627031415
Frangieh,simple_combined_confidence,0,252,0.8953894229968467,0.2503382935409741,0.8413539540033483,0.8015695514566598,12.243845664502397,0.05532781731720301
Frangieh,simple_combined_confidence,1,254,0.8742532008573884,0.4150341725972336,0.8214094726580314,0.8511905686052986,11.385385991106311,0.056429477980135444
Frangieh,simple_combined_confidence,2,254,0.8525210711727416,0.3656791849901955,0.7734927483850225,0.8339348577181978,13.578920191529013,0.057246590892186526
Frangieh,simple_combined_confidence,3,254,0.7870244336631228,0.46192858749432375,0.7246225521869087,0.798147884555857,11.669549386308168,0.05532789882884947
Frangieh,simple_combined_confidence,4,252,0.8562482403441969,0.4740435454103353,0.8031201364938073,0.8325293634391611,12.793778828204273,0.056235096270314144
Frangieh,support_count_score,0,252,0.38418791479670367,0.6043785458843913,0.8413539540033483,0.5573684193067713,1.6361083852945104,0.05532781731720301
Frangieh,support_count_score,1,254,0.44320482905245767,0.6838692394974679,0.8214094726580314,0.6845115351077282,1.8546981891909962,0.056429477980135444
Frangieh,support_count_score,2,254,0.39036029892044444,0.657242612073585,0.7734927483850225,0.6577404102812584,1.881375466524667,0.057246590892186526
Frangieh,support_count_score,3,254,0.2617798974947923,0.6049415790224845,0.7246225521869087,0.5275641344410633,1.4951704475002061,0.05532789882884947
Frangieh,support_count_score,4,252,0.3524077854392565,0.6240829508683962,0.8031201364938073,0.5675413274587925,2.6687880059899163,0.056235096270314144
LaraAstiasoHuntly2023_exvivo,context_similarity_score,0,132,0.4757516459223742,0.011001856804594303,0.49447782834294113,0.28848163198692806,55.70669605775371,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,context_similarity_score,1,132,0.3542414320470789,-0.22169119166772064,0.5713525367341211,0.02887133096694731,44.99078998699125,1.535787428547316
LaraAstiasoHuntly2023_exvivo,context_similarity_score,2,134,0.26225386005360934,-0.1705373566779738,0.2745400752546185,0.1481753583538176,19.84020893045953,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,context_similarity_score,3,132,0.5708209182444929,0.041813219525728286,0.5578164931849274,0.35355997558984154,59.99302990038706,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,context_similarity_score,4,132,0.44347774989916977,0.07938015903898986,0.6651759997312303,0.07531285317332051,53.30864241086603,1.265789810837665
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,0,264,0.15895597206175288,0.573463033000716,0.4944778283429412,0.4651695973311422,-5.5476413904975495,1.2364656257626885
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,1,264,0.2449139940549263,0.4306044135689421,0.571352536734121,0.3232236642964048,7.520558973124397,1.535787428547316
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,2,268,0.24721419746508974,0.4875010271938917,0.2745400752546185,0.3561537482173159,4.98918573622931,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,3,264,0.10435392748609708,0.3295909266658649,0.5578164931849273,0.3083559812632994,-9.052189062533722,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,historical_residual_risk,4,264,0.2426578552629393,0.23756158080226125,0.6651759997312303,0.25368791757166703,-4.054170005528416,1.265789810837665
LaraAstiasoHuntly2023_exvivo,learned_risk_score,0,132,0.8354574367619049,0.4302463612675765,0.49447782834294113,0.7847792189832494,61.14678682931485,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,learned_risk_score,1,132,0.7411685978944776,0.45533393076840395,0.5713525367341211,0.7116705334812278,52.313209880051986,1.535787428547316
LaraAstiasoHuntly2023_exvivo,learned_risk_score,2,134,0.7415515981667973,0.539283728151588,0.2745400752546185,0.7518160605578104,31.733664235750496,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,learned_risk_score,3,132,0.805671723564918,0.47973024093248395,0.5578164931849274,0.7487022500671314,64.01958590095566,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,learned_risk_score,4,132,0.7084333954836722,0.42884294039448184,0.6651759997312303,0.5651122227232881,60.80252591303803,1.265789810837665
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,0,264,0.2580510507304255,0.5736381138638615,0.4944778283429412,0.4941253490335413,-5.682228227647828,1.2364656257626885
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,1,264,0.33821323307534173,0.400372581864083,0.571352536734121,0.37397956444838837,7.753578725818296,1.535787428547316
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,2,268,0.27017057841735387,0.46624925498456055,0.2745400752546185,0.3715963618256149,4.913197698276569,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,3,264,0.18372283010023505,0.3274637150678865,0.5578164931849273,0.34733900191934947,-9.368939645932844,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,model_disagreement_risk,4,264,0.34653106399955713,0.268028273269384,0.6651759997312303,0.32560917263712574,-3.757324940328881,1.265789810837665
LaraAstiasoHuntly2023_exvivo,ood_distance_risk,0,132,0.556230156546934,0.4199200063572515,0.49447782834294113,0.5553914021008701,44.03297503862182,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,ood_distance_risk,1,132,0.3024476037437407,-0.11984147114525101,0.5713525367341211,0.09155037007766227,29.438174127384542,1.535787428547316
LaraAstiasoHuntly2023_exvivo,ood_distance_risk,2,134,0.344013079763091,0.21569153223401547,0.2745400752546185,0.35105719753706266,21.1797897973975,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,ood_distance_risk,3,132,0.4217568172012439,0.27306906666511305,0.5578164931849274,0.41777019005193233,43.17266400833046,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,ood_distance_risk,4,132,0.31469996698718966,0.24173891806474343,0.6651759997312303,0.2804561347126991,10.09551499350738,1.265789810837665
LaraAstiasoHuntly2023_exvivo,prediction_magnitude_risk,0,132,0.15841129541410776,0.35713503049782674,0.49447782834294113,0.3758581912922314,-1.9149631508788483,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,prediction_magnitude_risk,1,132,0.1526091425649481,0.44540393315001586,0.5713525367341211,0.3527356655548402,9.051882895998276,1.535787428547316
LaraAstiasoHuntly2023_exvivo,prediction_magnitude_risk,2,134,0.3295577251586678,0.4783376351326077,0.2745400752546185,0.41657970900474955,9.797397788564972,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,prediction_magnitude_risk,3,132,0.15617809269878372,0.39605954511539077,0.5578164931849274,0.3878825440107959,-0.5568875136260155,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,prediction_magnitude_risk,4,132,0.07832906346365566,0.28044956249054276,0.6651759997312303,0.3055797324296447,-4.049991702316999,1.265789810837665
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,0,132,0.5978088747427609,0.22375695735906834,0.49447782834294113,0.491175015367237,56.50096169704336,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,1,132,0.7328666539024487,0.22849509442254862,0.5713525367341211,0.5984138961612461,60.448884947638156,1.535787428547316
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,2,134,0.3686738016391599,0.07714456402412663,0.2745400752546185,0.32771182384278097,23.473756785353718,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,3,132,0.6142044988104426,0.15989647125458423,0.5578164931849274,0.4633985216161481,61.17782860156979,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_family_confidence,4,132,0.5023990751076581,0.21582527416910133,0.6651759997312303,0.3168694125903401,59.76522406796024,1.265789810837665
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_with_stability_confidence,0,132,0.671051707146956,0.4152653606957709,0.49447782834294113,0.6289911666786229,56.500961697043365,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_with_stability_confidence,1,132,0.6775640365029288,0.24445238862973218,0.5713525367341211,0.549512439948327,59.5558832149886,1.535787428547316
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_with_stability_confidence,2,134,0.45840810312590746,0.23280040683654712,0.2745400752546185,0.44157728306912647,24.841434915229573,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_with_stability_confidence,3,132,0.676322101898184,0.29458897553052343,0.5578164931849274,0.5750768560682336,60.89227381635395,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,protocol_v0_2_with_stability_confidence,4,132,0.5330612924920304,0.29282521966328073,0.6651759997312303,0.4119817350907424,60.06808346900754,1.265789810837665
LaraAstiasoHuntly2023_exvivo,random_score,0,264,0.11435678710089862,0.07901194630053876,0.4944778283429412,0.09017731982155103,-2.786976517234223,1.2364656257626885
LaraAstiasoHuntly2023_exvivo,random_score,1,264,-0.09558870767349341,-0.18091936953442744,0.571352536734121,-0.13756061767717828,-0.8647052180216751,1.535787428547316
LaraAstiasoHuntly2023_exvivo,random_score,2,268,-0.017852979133633328,-0.042755877531239474,0.2745400752546185,-0.05013302716157247,-3.900590047766326,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,random_score,3,264,0.12928994623532933,0.09682527673792347,0.5578164931849273,0.14501549628629007,-0.10493932703098359,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,random_score,4,264,-0.10864874225299932,-0.10824697722617892,0.6651759997312303,-0.1087009681595005,9.972831812790249,1.265789810837665
LaraAstiasoHuntly2023_exvivo,simple_combined_confidence,0,132,0.7034953796705504,0.4183550479251564,0.49447782834294113,0.6548280707830125,59.89986267705863,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,simple_combined_confidence,1,132,0.7804313003188053,0.31923841526091423,0.5713525367341211,0.6821796269648958,61.365973032480255,1.535787428547316
LaraAstiasoHuntly2023_exvivo,simple_combined_confidence,2,134,0.5154503173356276,0.2750183917505206,0.2745400752546185,0.49835636135841815,21.691877302756847,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,simple_combined_confidence,3,132,0.7949940778385935,0.3980996905866331,0.5578164931849274,0.7256611933401311,63.702347366631756,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,simple_combined_confidence,4,132,0.6312397927504394,0.32008891068754464,0.6651759997312303,0.46927815713975335,59.661115533890886,1.265789810837665
LaraAstiasoHuntly2023_exvivo,support_count_score,0,132,-0.1518550809843969,-0.17733859541348554,0.49447782834294113,-0.14555970021136613,-2.561774019090812,1.2364656257626887
LaraAstiasoHuntly2023_exvivo,support_count_score,1,132,0.23777467027737925,0.26958209269872757,0.5713525367341211,0.24521261649297232,16.863765020649588,1.535787428547316
LaraAstiasoHuntly2023_exvivo,support_count_score,2,134,0.11507594272862871,-0.05227987799561337,0.2745400752546185,0.08340128297567015,-1.5885212253504892,0.7650304475157412
LaraAstiasoHuntly2023_exvivo,support_count_score,3,132,0.12721395155942622,0.06607219219102871,0.5578164931849274,0.07750312449940851,9.055154308276906,1.3792589744574602
LaraAstiasoHuntly2023_exvivo,support_count_score,4,132,0.07093806245367579,0.03859912863277283,0.6651759997312303,0.06331408700155125,-2.2394387800424376,1.265789810837665
LaraAstiasoHuntly2023_invivo,context_similarity_score,0,156,-0.2660317894039653,0.278229788352464,0.6520229325885997,0.003611676994046305,-1.4329077438924593,4.488629353750703
LaraAstiasoHuntly2023_invivo,context_similarity_score,1,156,-0.1698377753918093,0.3406756832143794,0.5804470264920066,0.06536542412525016,-1.5354709908348352,4.901852803658826
LaraAstiasoHuntly2023_invivo,context_similarity_score,2,156,-0.19303015015834146,0.2970030633812248,0.6765285603626827,0.06333903359041768,0.27587125657197914,5.153304571611466
LaraAstiasoHuntly2023_invivo,context_similarity_score,3,156,-0.245576355100766,0.34355484397681413,0.6560503022718016,0.10523926952133895,-1.5956717630660968,5.384947183724948
LaraAstiasoHuntly2023_invivo,context_similarity_score,4,156,-0.2314764975435423,0.29624542665987413,0.6222317772554007,0.07524619439122308,-0.3546178569293069,4.517668290112092
LaraAstiasoHuntly2023_invivo,historical_residual_risk,0,312,0.2593071947629797,0.06298965319589186,0.6520229325885997,0.17553800872744224,16.342769545348766,4.488629353750703
LaraAstiasoHuntly2023_invivo,historical_residual_risk,1,312,0.3026643838159187,0.24512369861126587,0.5804470264920067,0.31744105144344253,9.060441021530131,4.901852803658826
LaraAstiasoHuntly2023_invivo,historical_residual_risk,2,312,0.29619892226753464,0.23332388293595258,0.6765285603626827,0.28015546747547354,7.15707855527185,5.153304571611467
LaraAstiasoHuntly2023_invivo,historical_residual_risk,3,312,0.10059181970856003,0.2804295554435397,0.6560503022718016,0.2877074458473854,-6.245598148699594,5.3849471837249485
LaraAstiasoHuntly2023_invivo,historical_residual_risk,4,312,0.1372894812773691,0.21867984160876633,0.6222317772554007,0.25501423822727387,4.463611572114096,4.517668290112092
LaraAstiasoHuntly2023_invivo,learned_risk_score,0,156,0.7132625636253935,0.1698615241276345,0.6520229325885997,0.5665693951232721,46.51006853278978,4.488629353750703
LaraAstiasoHuntly2023_invivo,learned_risk_score,1,156,0.818485562105862,0.09899005863665818,0.5804470264920066,0.7179474053207122,50.7340442628938,4.901852803658826
