fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_truth_used_for_score_or_transform,frozen_model_sha256
Nadig_cellline_holdout_1_HepG2,HepG2::GON4L,context_unseen,HepG2,GON4L,1.0,0.5,2.688863259987868,-1.9651580458268072,0.35250077828766113,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::SKA3,context_and_perturbation_unseen,HepG2,SKA3,1.0,1.0,3.265838757393911,-0.7648755940356453,0.45555043051083804,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::YRDC,context_unseen,HepG2,YRDC,1.0,0.5,1.8946333206803776,-1.7279676913728317,0.34564613761111024,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::DNAJC17,context_and_perturbation_unseen,HepG2,DNAJC17,1.0,1.0,-0.4390924618648715,0.3650429011537101,0.4241255434351875,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::PPIA,context_unseen,HepG2,PPIA,1.0,0.5,-0.5345078481481831,-1.0784633960592802,0.32289952017068424,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::UBE2L3,context_unseen,HepG2,UBE2L3,1.0,1.0,-2.231981511500592,0.138091900567688,0.3907637773178312,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::CCT4,context_unseen,HepG2,CCT4,1.0,0.5,0.8401980163854745,1.140274042264274,0.3964560789866268,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::GNB1L,context_and_perturbation_unseen,HepG2,GNB1L,1.0,1.0,0.1472474397865288,-0.7376742398977001,0.40742099255354053,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::DHX37,context_unseen,HepG2,DHX37,1.0,0.5,3.709101476789435,2.132118576454713,0.4645913220623735,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::NAA38,context_and_perturbation_unseen,HepG2,NAA38,1.0,1.0,2.3134706892464743,-0.9574091179437892,0.43614005463145106,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::NAA50,context_unseen,HepG2,NAA50,1.0,0.5,-1.1231214571899188,-0.1340381100120949,0.335854438819855,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MRPL41,context_unseen,HepG2,MRPL41,1.0,1.0,0.2975218032013054,-0.3271655716432533,0.41940290079028353,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::BPTF,context_unseen,HepG2,BPTF,1.0,1.0,-0.0929089449333483,-0.1368035635365395,0.4177640055534898,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MRPL38,context_and_perturbation_unseen,HepG2,MRPL38,1.0,1.0,1.6173170753831216,-1.4477038803121198,0.413749777465553,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MNAT1,context_unseen,HepG2,MNAT1,1.0,0.5,0.941127615765726,1.130062287732892,0.3977947851721907,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::RCCD1,context_and_perturbation_unseen,HepG2,RCCD1,1.0,1.0,0.1621291309135435,2.393458350408579,0.4811209524332327,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::COPS2,context_unseen,HepG2,COPS2,1.0,1.0,0.1390055376726041,1.9159280052111105,0.46955483179947505,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::GINS1,context_unseen,HepG2,GINS1,1.0,1.0,0.3805543084747231,0.1811507295260412,0.43262820600646185,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::WDR33,context_unseen,HepG2,WDR33,1.0,0.5,-1.5380755267275843,0.6678043114205199,0.348179508593677,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MKRN1,context_and_perturbation_unseen,HepG2,MKRN1,1.0,1.0,-1.9576126254595183,-0.6783522258713406,0.3758976682734072,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::PNN,context_unseen,HepG2,PNN,1.0,1.0,-0.2325262257464963,-0.6981812452243592,0.40240883887430845,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::EHMT2,context_unseen,HepG2,EHMT2,1.0,1.0,0.9579344068959198,1.157160972338792,0.46455770741341296,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::PPP6C,context_unseen,HepG2,PPP6C,1.0,0.5,-1.4023746677528477,0.3975267683114027,0.34395991167344286,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::ARMC7,context_unseen,HepG2,ARMC7,1.0,1.0,-1.4718769053542076,-0.1080157995324758,0.3968755434923199,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::RBM15,context_unseen,HepG2,RBM15,1.0,1.0,1.7065985231193117,2.4011392457763727,0.5054531619128724,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::INO80C,context_and_perturbation_unseen,HepG2,INO80C,1.0,1.0,-1.0319782514763,0.481578891879113,0.41758849701087486,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::LSM12,context_unseen,HepG2,LSM12,1.0,0.5,2.5926914565778736,-0.8062497594896862,0.3781888829333901,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::ENY2,context_and_perturbation_unseen,HepG2,ENY2,1.0,1.0,-0.0600983012353554,0.6873948725055624,0.4376156469147233,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MRPL54,context_unseen,HepG2,MRPL54,1.0,0.5,-2.441482473858832,-0.3994002112778628,0.3090119541967311,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MTG2,context_and_perturbation_unseen,HepG2,MTG2,1.0,1.0,1.7044858912041168,0.9067058247419164,0.47035552736796027,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::IGBP1,context_unseen,HepG2,IGBP1,1.0,0.5,3.611210949635766,-0.8352527983190061,0.3934356995694788,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::ESF1,context_unseen,HepG2,ESF1,1.0,0.5,-0.1100192636152878,0.2770578721245891,0.36134279257815144,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::ACTR2,context_unseen,HepG2,ACTR2,1.0,0.5,0.7007845814756004,-1.3518665640350973,0.33580169680946914,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::DRAP1,context_unseen,HepG2,DRAP1,1.0,1.0,0.5225358333873673,0.5750937239836603,0.4440917448728619,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Nadig_cellline_holdout_1_HepG2,HepG2::MPHOSPH6,context_unseen,HepG2,MPHOSPH6,1.0,0.5,5.0,-1.094531729811093,0.4090696179256809,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
