task_id,graph_role,contains_y
ADAM192::COPZ1::COPZ1_pDS462::fold0,supervised_train,True
ADAM192::COPZ1::COPZ1_pDS462::fold1,supervised_train,True
ADAM192::COPZ1::COPZ1_pDS462::fold2,supervised_train,True
ADAM192::COPZ1::COPZ1_pDS462::fold3,supervised_train,True
ADAM192::DERL2::DERL2_pDS042::fold0,supervised_train,True
ADAM192::DERL2::DERL2_pDS042::fold1,supervised_train,True
ADAM192::DERL2::DERL2_pDS042::fold2,supervised_train,True
ADAM192::DERL2::DERL2_pDS042::fold3,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS026::fold0,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS026::fold1,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS026::fold2,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS026::fold3,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS074::fold0,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS074::fold1,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS074::fold2,supervised_train,True
ADAM192::DNAJC19::DNAJC19_pDS074::fold3,supervised_train,True
ADAM192::EIF2B2::EIF2B2_pDS463::fold0,supervised_train,True
ADAM192::EIF2B2::EIF2B2_pDS463::fold1,supervised_train,True
ADAM192::EIF2B2::EIF2B2_pDS463::fold2,supervised_train,True
ADAM192::EIF2B2::EIF2B2_pDS463::fold3,supervised_train,True
ADAM192::GBF1::GBF1_pDS043::fold0,supervised_train,True
ADAM192::GBF1::GBF1_pDS043::fold1,supervised_train,True
ADAM192::GBF1::GBF1_pDS043::fold2,supervised_train,True
ADAM192::GBF1::GBF1_pDS043::fold3,supervised_train,True
ADAM192::GBF1::GBF1_pDS044::fold0,supervised_train,True
ADAM192::GBF1::GBF1_pDS044::fold1,supervised_train,True
ADAM192::GBF1::GBF1_pDS044::fold2,supervised_train,True
ADAM192::GBF1::GBF1_pDS044::fold3,supervised_train,True
ADAM192::GMPPB::GMPPB_pDS391::fold0,supervised_train,True
ADAM192::GMPPB::GMPPB_pDS391::fold1,supervised_train,True
ADAM192::GMPPB::GMPPB_pDS391::fold2,supervised_train,True
ADAM192::GMPPB::GMPPB_pDS391::fold3,supervised_train,True
ADAM192::GNPNAT1::GNPNAT1_pDS506::fold0,supervised_train,True
ADAM192::GNPNAT1::GNPNAT1_pDS506::fold1,supervised_train,True
ADAM192::GNPNAT1::GNPNAT1_pDS506::fold2,supervised_train,True
ADAM192::GNPNAT1::GNPNAT1_pDS506::fold3,supervised_train,True
ADAM192::HSD17B12::HSD17B12_pDS087::fold0,supervised_train,True
ADAM192::HSD17B12::HSD17B12_pDS087::fold1,supervised_train,True
ADAM192::HSD17B12::HSD17B12_pDS087::fold2,supervised_train,True
ADAM192::HSD17B12::HSD17B12_pDS087::fold3,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS017::fold0,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS017::fold1,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS017::fold2,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS017::fold3,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS371::fold0,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS371::fold1,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS371::fold2,supervised_train,True
ADAM192::HSPA5::HSPA5_pDS371::fold3,supervised_train,True
ADAM192::HSPA9::HSPA9_pDS088::fold0,supervised_train,True
