task_id,graph_role,contains_y
E176::H02::CE0010866::Stim48hr::ENSG00000011454,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000011454,supervised_train,True
E176::H02::CE0010866::Stim8hr::ENSG00000020577,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000020577,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000047932,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000047932,supervised_train,True
E176::H02::CE0010866::Stim8hr::ENSG00000049860,supervised_train,True
E176::H02::CE0010866::Rest::ENSG00000049860,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000061656,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000061656,supervised_train,True
E176::H02::CE0010866::Rest::ENSG00000063854,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000063854,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000067221,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000067221,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000071073,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000071073,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000075151,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000075151,supervised_train,True
E176::H02::CE0010866::Stim48hr::ENSG00000075975,supervised_train,True
E176::H02::CE0010866::Rest::ENSG00000075975,supervised_train,True
E176::H02::CE0010866::Stim8hr::ENSG00000089916,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000089916,supervised_train,True
E176::H02::CE0010866::Rest::ENSG00000100311,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000100311,supervised_train,True
E176::H02::CE0010866::Stim48hr::ENSG00000101457,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000101457,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000102226,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000102226,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000102755,supervised_train,True
E176::H02::CE0006864::Stim48hr::ENSG00000102755,supervised_train,True
E176::H02::CE0006864::Stim8hr::ENSG00000104064,supervised_train,True
E176::H02::CE0010866::Stim48hr::ENSG00000104064,supervised_train,True
E176::H02::CE0010866::Stim48hr::ENSG00000105991,supervised_train,True
E176::H02::CE0006864::Rest::ENSG00000105991,supervised_train,True
E176::H02::CE0010866::Stim48hr::ENSG00000107262,supervised_train,True
