fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_truth_used_for_score_or_transform,frozen_model_sha256
Replogle_cellline_holdout_1_K562,K562::ADSL,context_unseen,K562,ADSL,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNM1,context_unseen,K562,DNM1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SNW1,context_and_perturbation_unseen,K562,SNW1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SART3,context_unseen,K562,SART3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PPP1CA,context_and_perturbation_unseen,K562,PPP1CA,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RPL35A,context_unseen,K562,RPL35A,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::VEZT,context_unseen,K562,VEZT,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DRG1,context_and_perturbation_unseen,K562,DRG1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SF3A2,context_unseen,K562,SF3A2,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ERAL1,context_unseen,K562,ERAL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PSTK,context_unseen,K562,PSTK,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DDX5,context_unseen,K562,DDX5,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UBE2M,context_unseen,K562,UBE2M,1.0,0.5,5.0,3.9735486820910246,0.527984384344668,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SERBP1,context_unseen,K562,SERBP1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::USP9X,context_unseen,K562,USP9X,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNAJA1,context_unseen,K562,DNAJA1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RNASEH2C,context_and_perturbation_unseen,K562,RNASEH2C,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MTG2,context_and_perturbation_unseen,K562,MTG2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PXN,context_unseen,K562,PXN,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WDR4,context_unseen,K562,WDR4,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SS18L2,context_unseen,K562,SS18L2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DCAF6,context_unseen,K562,DCAF6,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TM7SF2,context_unseen,K562,TM7SF2,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ARL4D,context_and_perturbation_unseen,K562,ARL4D,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TWF1,context_unseen,K562,TWF1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PRELID3B,context_unseen,K562,PRELID3B,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RAC3,context_unseen,K562,RAC3,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CCNK,context_unseen,K562,CCNK,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WBP11,context_unseen,K562,WBP11,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CCNB1,context_unseen,K562,CCNB1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ELOVL1,context_unseen,K562,ELOVL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SETDB1,context_unseen,K562,SETDB1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::COX6C,context_unseen,K562,COX6C,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::VPS54,context_unseen,K562,VPS54,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NUP107,context_unseen,K562,NUP107,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GRPEL1,context_unseen,K562,GRPEL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ATR,context_unseen,K562,ATR,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SRSF7,context_and_perturbation_unseen,K562,SRSF7,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MANF,context_unseen,K562,MANF,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CHMP6,context_and_perturbation_unseen,K562,CHMP6,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ASF1B,context_unseen,K562,ASF1B,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PNISR,context_unseen,K562,PNISR,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MIOS,context_and_perturbation_unseen,K562,MIOS,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SRSF11,context_unseen,K562,SRSF11,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UFL1,context_unseen,K562,UFL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPS21,context_unseen,K562,MRPS21,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::QRSL1,context_unseen,K562,QRSL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::EMC3,context_unseen,K562,EMC3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::COA5,context_unseen,K562,COA5,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RPA3,context_unseen,K562,RPA3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::NUDCD3,context_and_perturbation_unseen,K562,NUDCD3,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PPP2R1A,context_unseen,K562,PPP2R1A,1.0,0.5,5.0,4.920377478671878,0.5502002759709663,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CHORDC1,context_and_perturbation_unseen,K562,CHORDC1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CSTF1,context_and_perturbation_unseen,K562,CSTF1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNAJC19,context_unseen,K562,DNAJC19,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PRPF3,context_unseen,K562,PRPF3,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::METTL1,context_unseen,K562,METTL1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::FNBP4,context_unseen,K562,FNBP4,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TLCD1,context_unseen,K562,TLCD1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPL10,context_unseen,K562,MRPL10,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::KPNB1,context_unseen,K562,KPNB1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GUK1,context_unseen,K562,GUK1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CYCS,context_unseen,K562,CYCS,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RUVBL1,context_unseen,K562,RUVBL1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RPL7,context_unseen,K562,RPL7,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DYNLRB1,context_and_perturbation_unseen,K562,DYNLRB1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DRAP1,context_unseen,K562,DRAP1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TTC4,context_and_perturbation_unseen,K562,TTC4,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::HSPA8,context_unseen,K562,HSPA8,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GMPPB,context_unseen,K562,GMPPB,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TIMM13,context_and_perturbation_unseen,K562,TIMM13,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::EIF2B2,context_unseen,K562,EIF2B2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SSBP3,context_unseen,K562,SSBP3,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MMGT1,context_unseen,K562,MMGT1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CDK2,context_unseen,K562,CDK2,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CPNE7,context_unseen,K562,CPNE7,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ACTR6,context_unseen,K562,ACTR6,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MRPL54,context_unseen,K562,MRPL54,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::GNPNAT1,context_unseen,K562,GNPNAT1,1.0,1.0,5.0,5.0,0.6179327698287763,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PTPMT1,context_unseen,K562,PTPMT1,1.0,0.5,5.0,5.0,0.552068496826971,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
