panel,task_id,query_has_test_expression,query_has_y,query_has_y_pca,log_prob,epistemic_confidence,aleatoric_confidence,combined_confidence_official,predicted_magnitude_rms,gene_order_sha256,predicted_pca_0,predicted_pca_1,predicted_pca_2,predicted_pca_3,predicted_pca_4,predicted_pca_5,predicted_pca_6,predicted_pca_7,predicted_pca_8,predicted_pca_9
Norman_P4,ARID1A+ctrl,False,False,False,-44.22086715698242,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,BAK1+ctrl,False,False,False,-43.772865295410156,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,BCORL1+ctrl,False,False,False,-44.43247985839844,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,CDKN1B+ctrl,False,False,False,-44.364540100097656,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,ETS2+ctrl,False,False,False,-44.32392883300781,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,FOXL2+ctrl,False,False,False,-43.84227752685547,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,GLB1L2+ctrl,False,False,False,-43.67410659790039,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,HNF4A+ctrl,False,False,False,-43.63574981689453,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,ISL2+ctrl,False,False,False,-43.97789764404297,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
Norman_P4,KIF18B+ctrl,False,False,False,-43.881927490234375,10.0,-21.74599266052246,-1.745992660522461,0.01177290454506874,5cc1afc8cff9d7734971b0ec15390517c4e8b4dc3b79f04e8d238cc6a3b87d2e,2.9394690990448,-0.3692207634449005,0.21841491758823395,-0.4293416142463684,-0.38434237241744995,-0.017610730603337288,-0.2389000505208969,-0.10511749237775803,-0.07064229995012283,0.015024909749627113
