fold_id,task_id,setting,context,perturbation,context_novelty_scaled,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,directional_risk_frozen,target_direction_truth_used_for_score_or_transform,direction_model_refit_on_replogle,frozen_model_sha256
Replogle_cellline_holdout_1_K562,K562::ADSL,context_unseen,K562,ADSL,1.0,0.5,-0.3072897275237143,-0.7517813164633973,0.33411779091655075,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNM1,context_unseen,K562,DNM1,1.0,0.5,-0.3059197793759712,-0.5325771463144823,0.3392825048536076,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SNW1,context_and_perturbation_unseen,K562,SNW1,1.0,1.0,2.0404630553870025,1.8970479341094275,0.49884631121999057,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SART3,context_unseen,K562,SART3,1.0,0.5,2.697563793539956,2.548543996783437,0.4585439595284815,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PPP1CA,context_and_perturbation_unseen,K562,PPP1CA,1.0,1.0,0.6510596513553754,0.5169411802829583,0.4447371044866478,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RPL35A,context_unseen,K562,RPL35A,1.0,0.5,5.0,5.0,0.552068496826971,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::VEZT,context_unseen,K562,VEZT,1.0,0.5,-0.0073282997439237,-0.1832379838821635,0.35214850646822504,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DRG1,context_and_perturbation_unseen,K562,DRG1,1.0,1.0,1.123823261722486,0.958138955258393,0.4624820841876401,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SF3A2,context_unseen,K562,SF3A2,1.0,0.5,1.5552986766653134,1.434043589281746,0.41453148084428815,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ERAL1,context_unseen,K562,ERAL1,1.0,0.5,-0.6040997376910068,-0.7842199927955933,0.3287152333393898,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PSTK,context_unseen,K562,PSTK,1.0,0.5,0.7020574223232104,0.5416044816665592,0.38024900734710493,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DDX5,context_unseen,K562,DDX5,1.0,0.5,0.2200376415569809,0.00292183825081,0.3600719486406745,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::UBE2M,context_unseen,K562,UBE2M,1.0,0.5,-0.3856473745357038,-0.7881630309365842,0.3320388141466344,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SERBP1,context_unseen,K562,SERBP1,1.0,1.0,0.4219446607751644,0.2805209617612295,0.4356070277221153,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::USP9X,context_unseen,K562,USP9X,1.0,0.5,0.2544428349151839,0.2149794010965171,0.36558557446163875,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DNAJA1,context_unseen,K562,DNAJA1,1.0,0.5,-0.426913893776256,-0.5451216382389993,0.33709609471442437,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RNASEH2C,context_and_perturbation_unseen,K562,RNASEH2C,1.0,1.0,1.5838370977884204,1.4686070940849911,0.4816530097045419,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::MTG2,context_and_perturbation_unseen,K562,MTG2,1.0,1.0,1.2241015581074863,1.0586987722469534,0.4664096912205066,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PXN,context_unseen,K562,PXN,1.0,0.5,-0.3207559234548475,-0.5900725517906608,0.3377014594220984,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::WDR4,context_unseen,K562,WDR4,1.0,0.5,-0.0842026981473573,-0.1622059251573888,0.3514398508338833,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::SS18L2,context_unseen,K562,SS18L2,1.0,1.0,-0.0865811006699714,-0.3009596931955501,0.41401128577969715,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::DCAF6,context_unseen,K562,DCAF6,1.0,1.0,-0.171745884817885,-0.357938027875316,0.4113425926290904,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TM7SF2,context_unseen,K562,TM7SF2,1.0,0.5,-0.1413777758167187,-0.322873181421949,0.34677595085935914,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::ARL4D,context_and_perturbation_unseen,K562,ARL4D,1.0,1.0,-0.1067621899588999,-0.4179100770313463,0.4109516372980898,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::TWF1,context_unseen,K562,TWF1,1.0,0.5,-0.370990211396882,-0.5583799148401196,0.3376595287190671,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::PRELID3B,context_unseen,K562,PRELID3B,1.0,0.5,3.5344797545780957,3.40992341625894,0.4918423744189657,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::RAC3,context_unseen,K562,RAC3,1.0,1.0,1.3618503443671277,1.1521028231888963,0.47075535238166805,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
Replogle_cellline_holdout_1_K562,K562::CCNK,context_unseen,K562,CCNK,1.0,1.0,0.2093157281023181,-0.1615108561738401,0.4219103932611712,False,False,77caf3b7b46071ced9577a8bd5289ce4c7bf5899c329ab37e835c41bda07d4b3
