task_id,graph_role,contains_y
E176::H01::CE0010866::Stim48hr::ENSG00000004487,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000005483,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000005884,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000007372,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000009724,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000016391,supervised_train,True
E176::H01::CE0010866::Stim48hr::ENSG00000042088,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000048052,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000048828,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000049192,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000049769,supervised_train,True
E176::H01::CE0010866::Stim8hr::ENSG00000057757,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000064195,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000065717,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000067992,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000068383,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000073910,supervised_train,True
E176::H01::CE0010866::Stim8hr::ENSG00000075303,supervised_train,True
E176::H01::CE0010866::Rest::ENSG00000081189,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000091436,supervised_train,True
E176::H01::CE0010866::Stim8hr::ENSG00000092871,supervised_train,True
E176::H01::CE0010866::Stim48hr::ENSG00000097033,supervised_train,True
E176::H01::CE0010866::Stim48hr::ENSG00000101417,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000105063,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000105281,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000106638,supervised_train,True
E176::H01::CE0010866::Stim8hr::ENSG00000107758,supervised_train,True
E176::H01::CE0010866::Stim48hr::ENSG00000107796,supervised_train,True
E176::H01::CE0008678::Rest::ENSG00000108100,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000110422,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000111752,supervised_train,True
E176::H01::CE0008678::Stim48hr::ENSG00000111911,supervised_train,True
E176::H01::CE0008678::Stim8hr::ENSG00000114446,supervised_train,True
