task_id,target,condition,n_source_cells,n_source_contexts,source_delta_dispersion_observed,dispersion_imputed,support_context_deficit_source_only,log_support_difficulty,source_delta_dispersion,z_log_support_difficulty,z_context_deficit,z_source_dispersion,difficulty_source_only,task_weight,dispersion_only_difficulty,dispersion_only_weight,dispersion_imputation_value
K562::AAAS+ctrl,K562,AAAS+ctrl,38,1,,True,2,-3.6635616461296463,0.03911123339630762,1.4470158484012847,1.5083591357878918,-0.093818338503724,0.9538522152284842,1.4769261076142421,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::AAMP+ctrl,K562,AAMP+ctrl,39,1,,True,2,-3.6888794541139363,0.03911123339630762,1.416189544289288,1.5083591357878918,-0.093818338503724,0.9435767805244853,1.4717883902622426,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::AARS+ctrl,K562,AARS+ctrl,161,3,0.06288148752384731,False,0,-5.087596335232384,0.06288148752384731,-0.28685172890054844,-1.0040389366348932,1.824257998315899,0.17778911092681918,1.0888945554634095,1.824257998315899,1.9121289991579495,0.03911123339630762
K562::AASDHPPT+ctrl,K562,AASDHPPT+ctrl,86,2,0.032062840058866234,False,1,-4.465908118654584,0.032062840058866234,0.47009966432290706,0.25216009957649926,-0.6625693665998093,0.01989679909986571,1.0099483995499328,-0.6625693665998093,0.6687153167000954,0.03911123339630762
K562::ABCB10+ctrl,K562,ABCB10+ctrl,113,2,0.045627756555331224,False,1,-4.736198448394496,0.045627756555331224,0.14100119307039669,0.25216009957649926,0.43201486473405487,0.2750587191269836,1.1375293595634919,0.43201486473405487,1.2160074323670274,0.03911123339630762
K562::ABCE1+ctrl,K562,ABCE1+ctrl,112,3,0.0732898804717342,False,0,-4.727387818712341,0.0732898804717342,0.15172878647693575,-1.0040389366348932,2.664135103143824,0.603941650995289,1.3019708254976445,2.664135103143824,2.0,0.03911123339630762
K562::ABCF1+ctrl,K562,ABCF1+ctrl,239,3,0.038590472674593604,False,0,-5.480638923341991,0.038590472674593604,-0.7654101553469156,-1.0040389366348932,-0.13583971581443222,-0.6350962692654136,0.6824518653672932,-0.13583971581443222,0.9320801420927839,0.03911123339630762
K562::ABHD11+ctrl,K562,ABHD11+ctrl,33,1,,True,2,-3.5263605246161616,0.03911123339630762,1.6140683633309387,1.5083591357878918,-0.093818338503724,1.0095363868717022,1.5047681934358512,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ABHD17A+ctrl,K562,ABHD17A+ctrl,30,1,,True,2,-3.4339872044851463,0.03911123339630762,1.7265397139297127,1.5083591357878918,-0.093818338503724,1.0470268370712936,1.523513418535647,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ABT1+ctrl,K562,ABT1+ctrl,275,3,0.05268812643364405,False,0,-5.62040086571715,0.05268812643364405,-0.9355806591130155,-1.0040389366348932,1.001732307388403,-0.31262909611983525,0.8436854519400824,1.001732307388403,1.5008661536942016,0.03911123339630762
K562::ACD+ctrl,K562,ACD+ctrl,84,2,0.03816533766079611,False,1,-4.442651256490317,0.03816533766079611,0.4984166144400479,0.25216009957649926,-0.17014483537870725,0.19347729287927995,1.09673864643964,-0.17014483537870725,0.9149275823106464,0.03911123339630762
K562::ACIN1+ctrl,K562,ACIN1+ctrl,35,1,,True,2,-3.58351893845611,0.03911123339630762,1.544473766172964,1.5083591357878918,-0.093818338503724,0.9863381878190439,1.493169093909522,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ACSS2+ctrl,K562,ACSS2+ctrl,113,2,0.026757668089535246,False,1,-4.736198448394496,0.026757668089535246,0.14100119307039669,0.25216009957649926,-1.090655863384173,-0.23249819024575902,0.8837509048771205,-1.090655863384173,0.5,0.03911123339630762
K562::ACTB+ctrl,K562,ACTB+ctrl,400,3,0.035885059759049494,False,0,-5.993961427306569,0.035885059759049494,-1.3904182770833111,-1.0040389366348932,-0.3541456904493127,-0.916200968055839,0.5418995159720805,-0.3541456904493127,0.8229271547753436,0.03911123339630762
K562::ACTR10+ctrl,K562,ACTR10+ctrl,123,3,0.05218237268377921,False,0,-4.820281565605037,0.05218237268377921,0.03862377779711641,-1.0040389366348932,0.9609218770636537,-0.0014977605913743346,0.9992511197043128,0.9609218770636537,1.4804609385318268,0.03911123339630762
K562::ACTR1B+ctrl,K562,ACTR1B+ctrl,42,1,,True,2,-3.7612001156935624,0.03911123339630762,1.3281337888772191,1.5083591357878918,-0.093818338503724,0.9142248620537957,1.457112431026898,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ACTR6+ctrl,K562,ACTR6+ctrl,254,3,0.03117702573501028,False,0,-5.541263545158426,0.03117702573501028,-0.8392251171298568,-1.0040389366348932,-0.7340477565357203,-0.8591039367668234,0.5704480316165883,-0.7340477565357203,0.6329761217321399,0.03911123339630762
K562::ADAT2+ctrl,K562,ADAT2+ctrl,29,1,,True,2,-3.4011973816621555,0.03911123339630762,1.7664637488519785,1.5083591357878918,-0.093818338503724,1.0603348487120487,1.5301674243560244,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ADAT3+ctrl,K562,ADAT3+ctrl,286,1,,True,2,-5.659482215759621,0.03911123339630762,-0.9831650938422855,1.5083591357878918,-0.093818338503724,0.14379190114729412,1.071895950573647,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ADNP2+ctrl,K562,ADNP2+ctrl,60,1,,True,2,-4.110873864173311,0.03911123339630762,0.9023801329008708,1.5083591357878918,-0.093818338503724,0.7723069767283463,1.386153488364173,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::AFG3L2+ctrl,K562,AFG3L2+ctrl,215,3,0.03464777694315578,False,0,-5.375278407684165,0.03464777694315578,-0.63712593346324,-1.0040389366348932,-0.4539848793105601,-0.6983832498028978,0.6508083750985512,-0.4539848793105601,0.77300756034472,0.03911123339630762
K562::AHCTF1+ctrl,K562,AHCTF1+ctrl,144,3,0.038980075930162034,False,0,-4.976733742420574,0.038980075930162034,-0.15186832106437612,-1.0040389366348932,-0.10440173533495974,-0.42010299767807635,0.7899485011609618,-0.10440173533495974,0.9477991323325201,0.03911123339630762
K562::AIFM1+ctrl,K562,AIFM1+ctrl,37,1,,True,2,-3.6375861597263857,0.03911123339630762,1.4786429246403026,1.5083591357878918,-0.093818338503724,0.9643945739748235,1.4821972869874118,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::AKIRIN2+ctrl,K562,AKIRIN2+ctrl,167,3,0.03811777044264546,False,0,-5.123963979403259,0.03811777044264546,-0.3311320259840847,-1.0040389366348932,-0.17398314333509565,-0.5030513686513578,0.7484743156743211,-0.17398314333509565,0.9130084283324522,0.03911123339630762
K562::ALDOA+ctrl,K562,ALDOA+ctrl,145,2,0.04666570363555015,False,1,-4.983606621708336,0.04666570363555015,-0.16023656002017614,0.25216009957649926,0.5157691957881925,0.20256424511483853,1.1012821225574192,0.5157691957881925,1.2578845978940962,0.03911123339630762
K562::ALG1+ctrl,K562,ALG1+ctrl,107,2,0.026459522786798403,False,1,-4.68213122712422,0.026459522786798403,0.20683203460305816,0.25216009957649926,-1.1147138918362502,-0.2185739192188976,0.8907130403905512,-1.1147138918362502,0.5,0.03911123339630762
K562::ALG13+ctrl,K562,ALG13+ctrl,171,3,0.03637509759483589,False,0,-5.147494476813453,0.03637509759483589,-0.3597821472553767,-1.0040389366348932,-0.31460341328538427,-0.5594748323918848,0.7202625838040576,-0.31460341328538427,0.8426982933573078,0.03911123339630762
K562::ALG14+ctrl,K562,ALG14+ctrl,111,1,,True,2,-4.718498871295094,0.03911123339630762,0.16255173751952298,1.5083591357878918,-0.093818338503724,0.5256975116012302,1.2628487558006152,-0.093818338503724,0.953090830748138,0.03911123339630762
K562::ANAPC1+ctrl,K562,ANAPC1+ctrl,96,2,0.038795475865169966,False,1,-4.574710978503383,0.038795475865169966,0.3376241337384565,0.25216009957649926,-0.1192975380696231,0.1568288984151109,1.0784144492075554,-0.1192975380696231,0.9403512309651885,0.03911123339630762
K562::ANAPC10+ctrl,K562,ANAPC10+ctrl,77,2,0.03357381791944588,False,1,-4.356708826689592,0.03357381791944588,0.6030578803349865,0.25216009957649926,-0.5406450966998757,0.10485762773720338,1.0524288138686018,-0.5406450966998757,0.7296774516500621,0.03911123339630762
K562::ANAPC11+ctrl,K562,ANAPC11+ctrl,65,1,,True,2,-4.189654742026425,0.03911123339630762,0.8064585862797299,1.5083591357878918,-0.093818338503724,0.7403331278546327,1.3701665639273164,-0.093818338503724,0.953090830748138,0.03911123339630762
