task_id,graph_role,contains_y
ADAM::C7orf26::C7orf26_pDS004::fold0,supervised_train,True
ADAM::C7orf26::C7orf26_pDS004::fold1,supervised_train,True
ADAM::C7orf26::C7orf26_pDS004::fold2,supervised_train,True
ADAM::C7orf26::C7orf26_pDS004::fold3,supervised_train,True
ADAM::COPB1::COPB1_pDS065::fold0,supervised_train,True
ADAM::COPB1::COPB1_pDS065::fold1,supervised_train,True
ADAM::COPB1::COPB1_pDS065::fold2,supervised_train,True
ADAM::COPB1::COPB1_pDS065::fold3,supervised_train,True
ADAM::COPZ1::COPZ1_pDS462::fold0,supervised_train,True
ADAM::COPZ1::COPZ1_pDS462::fold1,supervised_train,True
ADAM::COPZ1::COPZ1_pDS462::fold2,supervised_train,True
ADAM::COPZ1::COPZ1_pDS462::fold3,supervised_train,True
ADAM::DAD1::DAD1_pDS499::fold0,supervised_train,True
ADAM::DAD1::DAD1_pDS499::fold1,supervised_train,True
ADAM::DAD1::DAD1_pDS499::fold2,supervised_train,True
ADAM::DAD1::DAD1_pDS499::fold3,supervised_train,True
ADAM::DARS::DARS_pDS495::fold0,supervised_train,True
ADAM::DARS::DARS_pDS495::fold1,supervised_train,True
ADAM::DARS::DARS_pDS495::fold2,supervised_train,True
ADAM::DARS::DARS_pDS495::fold3,supervised_train,True
ADAM::DERL2::DERL2_pDS042::fold0,supervised_train,True
ADAM::DERL2::DERL2_pDS042::fold1,supervised_train,True
ADAM::DERL2::DERL2_pDS042::fold2,supervised_train,True
ADAM::DERL2::DERL2_pDS042::fold3,supervised_train,True
ADAM::DHDDS::DHDDS_pDS383::fold0,supervised_train,True
ADAM::DHDDS::DHDDS_pDS383::fold1,supervised_train,True
ADAM::DHDDS::DHDDS_pDS383::fold2,supervised_train,True
ADAM::DHDDS::DHDDS_pDS383::fold3,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS026::fold0,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS026::fold1,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS026::fold2,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS026::fold3,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS074::fold0,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS074::fold1,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS074::fold2,supervised_train,True
ADAM::DNAJC19::DNAJC19_pDS074::fold3,supervised_train,True
ADAM::EIF2B2::EIF2B2_pDS463::fold0,supervised_train,True
ADAM::EIF2B2::EIF2B2_pDS463::fold1,supervised_train,True
ADAM::EIF2B2::EIF2B2_pDS463::fold2,supervised_train,True
ADAM::EIF2B2::EIF2B2_pDS463::fold3,supervised_train,True
ADAM::EIF2B3::EIF2B3_pDS508::fold0,supervised_train,True
ADAM::EIF2B3::EIF2B3_pDS508::fold1,supervised_train,True
ADAM::EIF2B3::EIF2B3_pDS508::fold2,supervised_train,True
ADAM::EIF2B3::EIF2B3_pDS508::fold3,supervised_train,True
ADAM::EIF2B4::EIF2B4_pDS491::fold0,supervised_train,True
ADAM::EIF2B4::EIF2B4_pDS491::fold1,supervised_train,True
ADAM::EIF2B4::EIF2B4_pDS491::fold2,supervised_train,True
ADAM::EIF2B4::EIF2B4_pDS491::fold3,supervised_train,True
ADAM::EIF2S1::EIF2S1_pDS386::fold0,supervised_train,True
ADAM::EIF2S1::EIF2S1_pDS386::fold1,supervised_train,True
ADAM::EIF2S1::EIF2S1_pDS386::fold2,supervised_train,True
ADAM::EIF2S1::EIF2S1_pDS386::fold3,supervised_train,True
ADAM::FARSB::FARSB_pDS390::fold0,supervised_train,True
ADAM::FARSB::FARSB_pDS390::fold1,supervised_train,True
ADAM::FARSB::FARSB_pDS390::fold2,supervised_train,True
ADAM::FARSB::FARSB_pDS390::fold3,supervised_train,True
ADAM::GBF1::GBF1_pDS043::fold0,supervised_train,True
ADAM::GBF1::GBF1_pDS043::fold1,supervised_train,True
ADAM::GBF1::GBF1_pDS043::fold2,supervised_train,True
ADAM::GBF1::GBF1_pDS043::fold3,supervised_train,True
ADAM::GBF1::GBF1_pDS044::fold0,supervised_train,True
ADAM::GBF1::GBF1_pDS044::fold1,supervised_train,True
ADAM::GBF1::GBF1_pDS044::fold2,supervised_train,True
ADAM::GBF1::GBF1_pDS044::fold3,supervised_train,True
ADAM::GMPPB::GMPPB_pDS391::fold0,supervised_train,True
ADAM::GMPPB::GMPPB_pDS391::fold1,supervised_train,True
ADAM::GMPPB::GMPPB_pDS391::fold2,supervised_train,True
ADAM::GMPPB::GMPPB_pDS391::fold3,supervised_train,True
ADAM::GNPNAT1::GNPNAT1_pDS506::fold0,supervised_train,True
ADAM::GNPNAT1::GNPNAT1_pDS506::fold1,supervised_train,True
ADAM::GNPNAT1::GNPNAT1_pDS506::fold2,supervised_train,True
ADAM::GNPNAT1::GNPNAT1_pDS506::fold3,supervised_train,True
ADAM::HARS::HARS_pDS466::fold0,supervised_train,True
ADAM::HARS::HARS_pDS466::fold1,supervised_train,True
ADAM::HARS::HARS_pDS466::fold2,supervised_train,True
ADAM::HARS::HARS_pDS466::fold3,supervised_train,True
ADAM::HSD17B12::HSD17B12_pDS087::fold0,supervised_train,True
ADAM::HSD17B12::HSD17B12_pDS087::fold1,supervised_train,True
ADAM::HSD17B12::HSD17B12_pDS087::fold2,supervised_train,True
ADAM::HSD17B12::HSD17B12_pDS087::fold3,supervised_train,True
ADAM::HSPA5::HSPA5_pDS017::fold0,supervised_train,True
ADAM::HSPA5::HSPA5_pDS017::fold1,supervised_train,True
ADAM::HSPA5::HSPA5_pDS017::fold2,supervised_train,True
ADAM::HSPA5::HSPA5_pDS017::fold3,supervised_train,True
ADAM::HSPA5::HSPA5_pDS371::fold0,supervised_train,True
ADAM::HSPA5::HSPA5_pDS371::fold1,supervised_train,True
ADAM::HSPA5::HSPA5_pDS371::fold2,supervised_train,True
ADAM::HSPA5::HSPA5_pDS371::fold3,supervised_train,True
ADAM::HSPA9::HSPA9_pDS088::fold0,supervised_train,True
ADAM::HSPA9::HSPA9_pDS088::fold1,supervised_train,True
ADAM::HSPA9::HSPA9_pDS088::fold2,supervised_train,True
ADAM::HSPA9::HSPA9_pDS088::fold3,supervised_train,True
ADAM::IARS2::IARS2_pDS090::fold0,supervised_train,True
ADAM::IARS2::IARS2_pDS090::fold1,supervised_train,True
ADAM::IARS2::IARS2_pDS090::fold2,supervised_train,True
ADAM::IARS2::IARS2_pDS090::fold3,supervised_train,True
ADAM::IARS2::IARS2_pDS091::fold0,supervised_train,True
ADAM::IARS2::IARS2_pDS091::fold1,supervised_train,True
ADAM::IARS2::IARS2_pDS091::fold2,supervised_train,True
ADAM::IARS2::IARS2_pDS091::fold3,supervised_train,True
ADAM::MANF::MANF_pDS027::fold0,supervised_train,True
ADAM::MANF::MANF_pDS027::fold1,supervised_train,True
ADAM::MANF::MANF_pDS027::fold2,supervised_train,True
ADAM::MANF::MANF_pDS027::fold3,supervised_train,True
