query_index,task_id
0,E176::H01::CE0010866::Stim8hr::ENSG00000004487
1,E176::H01::CE0010866::Rest::ENSG00000005483
2,E176::H01::CE0008678::Rest::ENSG00000005884
3,E176::H01::CE0008678::Rest::ENSG00000007372
4,E176::H01::CE0010866::Stim8hr::ENSG00000009724
5,E176::H01::CE0010866::Stim8hr::ENSG00000016391
6,E176::H01::CE0008678::Stim48hr::ENSG00000042088
7,E176::H01::CE0008678::Stim8hr::ENSG00000048052
8,E176::H01::CE0010866::Rest::ENSG00000048828
9,E176::H01::CE0008678::Rest::ENSG00000049192
10,E176::H01::CE0008678::Stim8hr::ENSG00000049769
11,E176::H01::CE0008678::Rest::ENSG00000057757
12,E176::H01::CE0010866::Stim8hr::ENSG00000064195
13,E176::H01::CE0010866::Stim48hr::ENSG00000065717
14,E176::H01::CE0010866::Stim48hr::ENSG00000067992
15,E176::H01::CE0008678::Rest::ENSG00000068383
16,E176::H01::CE0008678::Stim48hr::ENSG00000073910
17,E176::H01::CE0008678::Stim48hr::ENSG00000075303
18,E176::H01::CE0010866::Stim48hr::ENSG00000081189
19,E176::H01::CE0008678::Rest::ENSG00000091436
20,E176::H01::CE0010866::Rest::ENSG00000092871
21,E176::H01::CE0008678::Rest::ENSG00000097033
22,E176::H01::CE0010866::Rest::ENSG00000101417
23,E176::H01::CE0010866::Stim48hr::ENSG00000105063
24,E176::H01::CE0008678::Stim48hr::ENSG00000105281
25,E176::H01::CE0010866::Stim8hr::ENSG00000106638
26,E176::H01::CE0010866::Stim48hr::ENSG00000107758
27,E176::H01::CE0010866::Rest::ENSG00000107796
28,E176::H01::CE0008678::Stim8hr::ENSG00000108100
29,E176::H01::CE0008678::Rest::ENSG00000110422
30,E176::H01::CE0010866::Stim8hr::ENSG00000111752
31,E176::H01::CE0008678::Rest::ENSG00000111911
32,E176::H01::CE0008678::Rest::ENSG00000114446
33,E176::H01::CE0008678::Stim48hr::ENSG00000114450
34,E176::H01::CE0010866::Stim48hr::ENSG00000115295
35,E176::H01::CE0010866::Stim8hr::ENSG00000115548
36,E176::H01::CE0010866::Rest::ENSG00000115604
37,E176::H01::CE0008678::Rest::ENSG00000116791
38,E176::H01::CE0010866::Stim8hr::ENSG00000119844
39,E176::H01::CE0010866::Stim8hr::ENSG00000121904
40,E176::H01::CE0010866::Rest::ENSG00000124882
41,E176::H01::CE0010866::Stim8hr::ENSG00000125730
42,E176::H01::CE0008678::Stim48hr::ENSG00000126522
43,E176::H01::CE0008678::Rest::ENSG00000127483
44,E176::H01::CE0010866::Stim48hr::ENSG00000127540
45,E176::H01::CE0008678::Rest::ENSG00000129071
46,E176::H01::CE0010866::Stim48hr::ENSG00000129219
47,E176::H01::CE0008678::Stim8hr::ENSG00000131873
48,E176::H01::CE0010866::Stim8hr::ENSG00000133805
49,E176::H01::CE0008678::Rest::ENSG00000135374
50,E176::H01::CE0008678::Rest::ENSG00000135482
51,E176::H01::CE0010866::Stim48hr::ENSG00000135709
52,E176::H01::CE0010866::Stim48hr::ENSG00000135905
53,E176::H01::CE0010866::Stim8hr::ENSG00000136935
54,E176::H01::CE0010866::Rest::ENSG00000137198
55,E176::H01::CE0010866::Stim8hr::ENSG00000137841
56,E176::H01::CE0010866::Stim48hr::ENSG00000137942
57,E176::H01::CE0008678::Stim8hr::ENSG00000138135
58,E176::H01::CE0008678::Stim48hr::ENSG00000138193
59,E176::H01::CE0008678::Stim8hr::ENSG00000138594
60,E176::H01::CE0008678::Stim48hr::ENSG00000140262
61,E176::H01::CE0008678::Rest::ENSG00000140368
62,E176::H01::CE0010866::Stim8hr::ENSG00000141258
63,E176::H01::CE0010866::Stim8hr::ENSG00000141499
64,E176::H01::CE0010866::Rest::ENSG00000142945
65,E176::H01::CE0010866::Rest::ENSG00000143862
66,E176::H01::CE0008678::Stim8hr::ENSG00000146243
67,E176::H01::CE0010866::Rest::ENSG00000146904
68,E176::H01::CE0008678::Rest::ENSG00000148384
69,E176::H01::CE0010866::Stim48hr::ENSG00000148943
70,E176::H01::CE0010866::Stim8hr::ENSG00000149196
71,E176::H01::CE0010866::Stim48hr::ENSG00000155016
72,E176::H01::CE0010866::Stim48hr::ENSG00000156170
73,E176::H01::CE0010866::Rest::ENSG00000157764
74,E176::H01::CE0008678::Stim48hr::ENSG00000158062
75,E176::H01::CE0008678::Stim48hr::ENSG00000159339
76,E176::H01::CE0010866::Stim8hr::ENSG00000159917
77,E176::H01::CE0008678::Stim8hr::ENSG00000160014
78,E176::H01::CE0008678::Stim8hr::ENSG00000160791
79,E176::H01::CE0010866::Rest::ENSG00000162783
80,E176::H01::CE0010866::Rest::ENSG00000162885
81,E176::H01::CE0010866::Rest::ENSG00000163806
82,E176::H01::CE0010866::Stim48hr::ENSG00000164484
83,E176::H01::CE0008678::Rest::ENSG00000165813
84,E176::H01::CE0010866::Stim8hr::ENSG00000166532
85,E176::H01::CE0010866::Rest::ENSG00000167112
86,E176::H01::CE0008678::Stim8hr::ENSG00000167371
87,E176::H01::CE0008678::Rest::ENSG00000167625
88,E176::H01::CE0008678::Stim8hr::ENSG00000168275
89,E176::H01::CE0008678::Stim48hr::ENSG00000169442
90,E176::H01::CE0010866::Rest::ENSG00000170275
91,E176::H01::CE0010866::Rest::ENSG00000170345
92,E176::H01::CE0010866::Stim8hr::ENSG00000170946
93,E176::H01::CE0008678::Stim8hr::ENSG00000171488
