task_id,graph_role,contains_y
E176::H04::CE0008678::Stim8hr::ENSG00000004139,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000004139,supervised_train,True
E176::H04::CE0008162::Rest::ENSG00000006025,supervised_train,True
E176::H04::CE0008678::Stim48hr::ENSG00000006025,supervised_train,True
E176::H04::CE0008162::Stim48hr::ENSG00000007264,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000007264,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000008324,supervised_train,True
E176::H04::CE0008678::Stim48hr::ENSG00000008324,supervised_train,True
E176::H04::CE0008678::Stim48hr::ENSG00000010361,supervised_train,True
E176::H04::CE0008162::Stim48hr::ENSG00000010361,supervised_train,True
E176::H04::CE0008162::Stim48hr::ENSG00000011258,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000011258,supervised_train,True
E176::H04::CE0008678::Rest::ENSG00000017260,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000017260,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000025156,supervised_train,True
E176::H04::CE0008678::Rest::ENSG00000025156,supervised_train,True
E176::H04::CE0008162::Rest::ENSG00000040633,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000040633,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000055147,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000055147,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000065675,supervised_train,True
E176::H04::CE0008162::Rest::ENSG00000065675,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000077147,supervised_train,True
E176::H04::CE0008678::Stim48hr::ENSG00000077147,supervised_train,True
E176::H04::CE0008162::Stim48hr::ENSG00000080493,supervised_train,True
E176::H04::CE0008162::Rest::ENSG00000080493,supervised_train,True
E176::H04::CE0008162::Stim48hr::ENSG00000082153,supervised_train,True
E176::H04::CE0008678::Stim48hr::ENSG00000082153,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000089094,supervised_train,True
E176::H04::CE0008678::Rest::ENSG00000089094,supervised_train,True
E176::H04::CE0008162::Stim8hr::ENSG00000090554,supervised_train,True
E176::H04::CE0008678::Rest::ENSG00000090554,supervised_train,True
E176::H04::CE0008678::Stim8hr::ENSG00000091409,supervised_train,True
E176::H04::CE0008162::Rest::ENSG00000091409,supervised_train,True
